KNYSNA  - station [0014123 3]   -34.0590 23.0910 54 m ,yyyymmdd,Rainfall (mm) (24 hours),Temp (§ C),Rel Humidity (%),Wind Speed (m/s) ,,,
,20031120,0,23.7,67,3.5,,,
,20031121,0,24.6,72,2.3,,,
,20031122,0,28.3,66,5.4,,,
,20031123,0,27,69,4.4,,,
,20031124,0,20.9,79,1.7,,,
,20031125,0,21.2,70,1.6,,,
,20031126,2.2,21.2,68,1.8,,,
,20031127,20,16.9,96,1.9,,,
,20031128,17.2,17.5,81,4.2,,,
,20031129,0,20.1,64,2.3,,,
,20031130,0,24.4,50,1.7,,,
,20031201,0,21,75,3.2,,,
,20031202,3.6,25.3,62,2.4,,,
,20031203,0,22.2,71,2.6,,,
,20031204,0,24.4,66,2.5,,,
,20031205,0,25.3,67,2.5,,,
,20031206,0,23.3,74,2.8,,,
,20031207,0,25.6,72,2.4,,,
,20031208,9.2,23.6,61,3.8,,,
,20031209,0,20.3,71,3.3,,,
,20031210,0,25,56,2.5,,,
,20031211,1.2,18.9,81,5.1,,,
,20031212,0,23,56,2.7,,,
,20031213,0,27,48,3.6,,,
,20031214,0,23.3,59,6.3,,,
,20031215,0,22.8,60,3.7,,,
,20031216,0.2,25.5,62,2.5,,,
,20031217,5.8,21.5,63,4.7,,,
,20031218,0.4,21.6,61,2.1,,,
,20031219,0,25.9,46,1.8,,,
,20031220,9,22.7,75,3.1,,,
,20031221,4.8,17.5,85,1.4,,,
,20031222,0,22.8,60,3.7,,,
,20031223,0,25.8,61,2.6,,,
,20031224,15.8,21.7,68,2.5,,,
,20031225,21.4,16.4,88,1.7,,,
,20031226,5.4,18.4,59,7.9,,,
,20031227,0,20.8,61,2.7,,,
,20031228,0,22.1,60,2.3,,,
,20031229,0,22.8,64,2.9,,,
,20031230,0,23,65,2.5,,,
,20031231,0,22,73,3.7,,,
,20040101,0,22.8,62,2.2,,,
,20040102,0,24,68,3.4,,,
,20040103,0,24,58,3,,,
,20040104,0,26.4,55,3.6,,,
,20040105,2.6,27.3,58,2.2,,,
,20040106,0,24.8,71,3.1,,,
,20040107,0,21.6,74,2.5,,,
,20040108,0,27.4,57,2.2,,,
,20040109,1.2,25.3,72,2.7,,,
,20040110,0,22.4,69,1.6,,,
,20040111,0,27.9,62,2.9,,,
,20040112,0,26.5,73,2.2,,,
,20040113,7.6,30.5,65,4.2,,,
,20040114,0.6,25.1,57,2.2,,,
,20040115,0,21.6,69,7.3,,,
,20040116,0,24,58,2.7,,,
,20040117,0,24.2,55,2.5,,,
,20040118,0,24,71,2.9,,,
,20040119,1.6,26.2,73,2.7,,,
,20040120,2.6,23.6,80,3.2,,,
,20040121,0.2,29.7,62,3.3,,,
,20040122,0,27.9,71,2.7,,,
,20040123,0,27.6,73,2.4,,,
,20040124,0,31.2,59,3.6,,,
,20040125,7,29.2,67,4.3,,,
,20040126,4.4,20.8,96,1.4,,,
,20040127,8.6,25.9,71,2.4,,,
,20040128,3.4,18.8,80,3.7,,,
,20040129,0.2,22.2,54,2.2,,,
,20040130,0,27.7,47,1.9,,,
,20040131,0,26.1,72,2.6,,,
,20040201,0.4,24,76,2.1,,,
,20040202,0,25.8,67,2.6,,,
,20040203,0.4,26.4,68,4.6,,,
,20040204,1.2,19.9,90,1.3,,,
,20040205,0,24.8,61,3,,,
,20040206,0,25.4,59,3.4,,,
,20040207,0,25.6,69,2.7,,,
,20040208,0,28.4,57,3.5,,,
,20040209,0,29.7,51,3.1,,,
,20040210,0,27,68,3.6,,,
,20040211,8.6,26.6,72,2.1,,,
,20040212,2.4,23.3,85,1.3,,,
,20040213,0,25.3,77,2.7,,,
,20040214,0,27.4,65,2.3,,,
,20040215,3,20.1,95,1.9,,,
,20040216,0.2,24.6,70,2.8,,,
,20040217,0.2,23.1,79,1.9,,,
,20040218,0,23.7,67,2.3,,,
,20040219,0,25.8,65,2.7,,,
,20040220,3,27.5,67,1.7,,,
,20040221,2.6,26,79,2.2,,,
,20040222,2.8,22.1,90,1.8,,,
,20040223,0.2,24,77,1.6,,,
,20040224,4.6,23.9,82,3.6,,,
,20040225,0.4,22.9,76,1.9,,,
,20040226,1.4,26.6,67,2.7,,,
,20040227,0.2,25.6,74,1.7,,,
,20040228,18.4,26.3,64,2.3,,,
,20040229,3.6,23.3,69,4.1,,,
,20040301,32.8,26.5,64,1.6,,,
,20040302,6.8,19.4,67,5.2,,,
,20040303,0,22.3,60,2.3,,,
,20040304,20.4,23.1,71,3.4,,,
,20040305,0,18.9,61,2.3,,,
,20040306,0,23.1,61,4.4,,,
,20040307,18.4,34.1,45,1.4,,,
,20040308,5.8,21.7,80,2.3,,,
,20040309,8,18.1,94,1.5,,,
,20040310,5.8,22.8,79,1.9,,,
,20040311,4.4,22,64,3.6,,,
,20040312,0.2,20.6,64,2,,,
,20040313,0,21.6,69,2.4,,,
,20040314,0,26.5,47,2.4,,,
,20040315,0,36,28,3.2,,,
,20040316,0,22,74,2.8,,,
,20040317,0,22.7,77,2.3,,,
,20040318,0,29.4,54,1.9,,,
,20040319,0,23.1,62,3.4,,,
,20040320,0,22,65,2.4,,,
,20040321,0.4,22.8,75,2.3,,,
,20040322,0.2,20.6,74,2,,,
,20040323,20,16.6,96,2,,,
,20040324,0,23.2,79,2.4,,,
,20040325,0,22.1,79,3.3,,,
,20040326,0,23.7,72,3.2,,,
,20040327,0,21.6,70,1.8,,,
,20040328,11,19.8,81,2.2,,,
,20040329,0.2,16.6,74,2.1,,,
,20040330,0,19.8,72,3,,,
,20040331,0,21.9,72,2,,,
,20040401,2.8,30.2,45,3.3,,,
,20040402,0,27.5,53,1.5,,,
,20040403,7.2,22.9,87,0,,,
,20040404,1,18.5,93,3.6,,,
,20040405,1.2,21.3,71,3.4,,,
,20040406,0,21.8,73,2,,,
,20040407,0,29.7,48,1.6,,,
,20040408,5.4,28.8,52,3.9,,,
,20040409,7.4,18.7,82,5.4,,,
,20040410,0.2,21.5,62,5.2,,,
,20040411,0,22.2,63,2.6,,,
,20040412,0,20.9,75,2.2,,,
,20040413,0,33.6,42,1.3,,,
,20040414,0,22,82,2.2,,,
,20040415,0.8,19.3,84,1.5,,,
,20040416,22.2,19.4,80,1.8,,,
,20040417,0,20.2,55,6.7,,,
,20040418,1.2,24.9,48,1.7,,,
,20040419,0.2,16.8,78,1.7,,,
,20040420,0,20.2,73,1.6,,,
,20040421,0.2,19.4,72,6.6,,,
,20040422,0,20.2,63,4.5,,,
,20040423,0,22.4,66,2,,,
,20040424,4.2,20,83,3.1,,,
,20040425,0.2,19,59,5.6,,,
,20040426,0,18.6,67,1.8,,,
,20040427,0,22.3,57,2,,,
,20040428,0,24.3,61,2,,,
,20040429,0,21.7,80,2,,,
,20040430,0,28.7,61,0,,,
,20040501,18.8,21.6,72,5,,,
,20040502,0,18.5,76,3.3,,,
,20040503,0,20.7,72,1.9,,,
,20040504,0,23.2,72,1.7,,,
,20040505,0,21.7,77,1.4,,,
,20040506,0,32.6,31,2.4,,,
,20040507,0,21.3,77,3.5,,,
,20040508,0,23.8,73,3.8,,,
,20040509,0,26.5,74,1.3,,,
,20040510,0,18.5,85,2.2,,,
,20040511,0,20.6,73,2.1,,,
,20040512,8.6,19,79,4.5,,,
,20040513,0,19.1,69,2.4,,,
,20040514,0,22.1,56,1.5,,,
,20040515,0,19.7,75,1.9,,,
,20040516,0,21.2,62,2.7,,,
,20040517,0,21,72,1.8,,,
,20040518,0,20.2,74,1.9,,,
,20040519,0,19.9,75,1.7,,,
,20040520,0,21.4,77,1.5,,,
,20040521,0,20.5,74,1.4,,,
,20040522,0,26.7,42,1.5,,,
,20040523,0,20.2,74,2.1,,,
,20040524,0,21.5,65,2.3,,,
,20040525,0,20,79,1.7,,,
,20040526,0,24,60,1.5,,,
,20040527,0,31.9,17,4.6,,,
,20040528,5.6,19.4,64,7.7,,,
,20040529,4.8,13.9,96,3.1,,,
,20040530,0,17.2,57,1.8,,,
,20040531,0,17.5,73,1.6,,,
,20040601,0,21.5,59,1.4,,,
,20040602,0,29.3,25,2.4,,,
,20040603,0,29.1,24,1.6,,,
,20040604,0,19.9,78,1.7,,,
,20040605,1.8,19,70,1.9,,,
,20040606,7.4,16.4,70,0,,,
,20040607,29.6,12.2,96,4.1,,,
,20040608,0,16.3,64,7.4,,,
,20040609,0,17.5,59,1.7,,,
,20040610,0,20.1,55,0,,,
,20040611,0,25.1,28,1.9,,,
,20040612,0,23,42,0,,,
,20040613,0,20.2,57,1.7,,,
,20040614,3.4,14.1,94,2.1,,,
,20040615,0,19,65,1.7,,,
,20040616,3.6,15.1,96,2.2,,,
,20040617,0,21.2,78,1.1,,,
,20040618,0,18.8,75,3.3,,,
,20040619,0,16,78,2.6,,,
,20040620,0,17.9,76,1.6,,,
,20040621,0,22.4,54,1.6,,,
,20040622,0,23.5,55,0,,,
,20040623,0,19.2,52,2.2,,,
,20040624,0,18.4,72,2.3,,,
,20040625,0,28.5,23,3.4,,,
,20040626,28,13.5,96,2.4,,,
,20040627,0.8,14.4,67,5.1,,,
,20040628,0,16.1,51,1.6,,,
,20040629,0,16.4,56,3.3,,,
,20040630,0,16.7,69,1.7,,,
,20040701,0,15.2,77,1.8,,,
,20040702,0.4,17.3,57,4,,,
,20040703,1.2,16.7,64,6.8,,,
,20040704,4.8,15.1,74,4.7,,,
,20040705,0,17.3,63,1.7,,,
,20040706,0,18.9,71,1.7,,,
,20040707,0,19,55,2.2,,,
,20040708,0,20.5,58,0,,,
,20040709,0,22.8,43,2.1,,,
,20040710,0.6,16.8,80,3.7,,,
,20040711,0.2,18.3,73,1.6,,,
,20040712,7.8,15.8,76,5.4,,,
,20040713,0,15.6,75,2,,,
,20040714,0,18.2,59,1.9,,,
,20040715,0,22.3,32,1.5,,,
,20040716,0,23.4,41,1.5,,,
,20040717,0,20.8,51,1.2,,,
,20040718,0,20.7,44,1.6,,,
,20040719,0,24.9,41,1.5,,,
,20040720,0,17.1,83,3.2,,,
,20040721,0,19.4,56,3.1,,,
,20040722,0,18.2,70,1.7,,,
,20040723,16.4,14.2,95,1.8,,,
,20040724,7,16.6,66,3.6,,,
,20040725,1.6,12.3,78,5,,,
,20040726,0.2,15.5,57,3.1,,,
,20040727,0,16.1,64,3.1,,,
,20040728,0,18.8,62,1.9,,,
,20040729,0,21.3,49,2.2,,,
,20040730,34,11.8,80,7.4,,,
,20040731,0,17.1,53,5.1,,,
,20040801,0,16.8,63,3.5,,,
,20040802,0,21.1,56,1.5,,,
,20040803,0,16.6,76,4.4,,,
,20040804,0,17.3,61,1.6,,,
,20040805,0,18.8,60,3,,,
,20040806,0,14.5,79,2.2,,,
,20040807,0,18.4,55,1.7,,,
,20040808,0,19.9,59,3.7,,,
,20040809,0,17.2,80,4.4,,,
,20040810,0,16.5,71,2.1,,,
,20040811,0,20.8,53,1.7,,,
,20040812,0,21.4,44,2.9,,,
,20040813,0,16.7,76,2.4,,,
,20040814,2.8,18.5,59,2,,,
,20040815,0,15,62,4.6,,,
,20040816,0,20.1,46,7.1,,,
,20040817,0,18.4,67,2.3,,,
,20040818,0,19.5,69,2.3,,,
,20040819,0,20.8,73,1.5,,,
,20040820,50.4,18,94,0,,,
,20040821,5.6,15.3,91,3.6,,,
,20040822,0.2,20.6,75,1.8,,,
,20040823,0.6,16.2,85,3.2,,,
,20040824,0.4,15.1,90,1.2,,,
,20040825,0,18.7,65,1.8,,,
,20040826,0,18.6,66,2.2,,,
,20040827,0,22,59,1.7,,,
,20040828,0,25.2,63,1.9,,,
,20040829,0,21.4,77,1.8,,,
,20040830,0,18.4,85,2.7,,,
,20040831,0,19.8,77,1.9,,,
,20040901,7.6,20.9,73,2.7,,,
,20040902,5.4,18.2,73,1.5,,,
,20040903,0,21.6,61,1.6,,,
,20040904,4.4,21.9,59,2.2,,,
,20040905,40.8,16.3,63,4.9,,,
,20040906,0,16.4,65,2.3,,,
,20040907,17.2,19.7,44,1.8,,,
,20040908,4.2,15.3,83,1.8,,,
,20040909,0.4,16.9,61,3.2,,,
,20040910,0,21.6,55,1.5,,,
,20040911,0,18,80,4.9,,,
,20040912,0,18.1,75,3.6,,,
,20040913,0,21.9,68,1.5,,,
,20040914,0.2,17.2,90,3.2,,,
,20040915,0,18.3,82,1.6,,,
,20040916,0,18.5,80,4.2,,,
,20040917,0.2,19.7,64,1.6,,,
,20040918,8.8,17.8,58,4.3,,,
,20040919,0,17.2,57,4.2,,,
,20040920,0,18.7,60,2.3,,,
,20040921,0,26.6,35,1.1,,,
,20040922,0,18.4,81,5.4,,,
,20040923,0,17.8,74,2.6,,,
,20040924,2,17,75,2,,,
,20040925,7,14.6,91,3,,,
,20040926,0,18.7,74,2,,,
,20040927,0,20.1,59,2.3,,,
,20040928,0,20.1,73,2.5,,,
,20040929,0,24.6,51,2.7,,,
,20040930,0,21.5,77,1.8,,,
,20041001,0,22.7,71,4,,,
,20041002,0,26.7,56,2,,,
,20041003,0,18.3,88,3.1,,,
,20041004,0,20.5,73,3.2,,,
,20041005,3.4,19,86,2.1,,,
,20041006,17.4,18.6,95,0,,,
,20041007,56.2,11.9,95,2,,,
,20041008,11.6,17.2,65,1.8,,,
,20041009,13.4,15,70,5.5,,,
,20041010,0,17.8,66,3.3,,,
,20041011,0,18.5,69,2.1,,,
,20041012,0,22.8,60,2.8,,,
,20041013,0,20.4,79,2.2,,,
,20041014,0,21,85,2.3,,,
,20041015,0,21.6,80,4.1,,,
,20041016,0,19,77,1.6,,,
,20041017,0.2,18.3,74,2.9,,,
,20041018,0,19.4,76,4.2,,,
,20041019,0,25.1,60,1.5,,,
,20041020,0.8,23.7,68,2.7,,,
,20041021,0,21.2,64,2.7,,,
,20041022,0,20.9,66,2.2,,,
,20041023,0,23.1,59,2.3,,,
,20041024,0,20.8,77,1.7,,,
,20041025,1,22.2,73,2.4,,,
,20041026,3.8,18.1,68,3.8,,,
,20041027,0,18.8,65,1.9,,,
,20041028,0,20.6,68,2.5,,,
,20041029,5.2,16,88,4.8,,,
,20041030,0,21,58,2.8,,,
,20041031,0,23.5,64,3.2,,,
,20041101,1.8,25.9,64,2.4,,,
,20041102,0,21.5,76,3.1,,,
,20041103,0,24.6,64,4.6,,,
,20041104,0.2,22.9,77,3.6,,,
,20041105,0,21.5,61,1.9,,,
,20041106,0,25.2,57,2.1,,,
,20041107,0,23,62,2.9,,,
,20041108,0,22.8,73,2.8,,,
,20041109,4.6,23.8,68,3.1,,,
,20041110,0.2,22.9,75,2.3,,,
,20041111,0,26.5,56,1.7,,,
,20041112,0,23.8,68,2.5,,,
,20041113,0,25.2,75,2.3,,,
,20041114,0,25.3,74,2.7,,,
,20041115,0,25,71,2.4,,,
,20041116,0,25.1,68,3.2,,,
,20041117,0.8,25.6,72,4.7,,,
,20041118,0,26.3,74,2.2,,,
,20041119,0,27.5,67,2.3,,,
,20041120,6,26.5,55,2.6,,,
,20041121,2,21.6,68,5.4,,,
,20041122,1.6,20.7,49,5.6,,,
,20041123,0,22.2,57,3.3,,,
,20041124,0,24.7,50,2.1,,,
,20041125,0.2,23,69,4.7,,,
,20041126,0.4,21.3,66,1.7,,,
,20041127,3.8,22.6,69,2.2,,,
,20041128,0,22.5,73,2.1,,,
,20041129,20.4,18.1,96,3.8,,,
,20041130,0,23.5,63,2.5,,,
,20041201,9,24.8,67,2.6,,,
,20041202,8.8,21.8,74,1.3,,,
,20041203,0,28.4,63,2.3,,,
,20041204,0,25,80,1.8,,,
,20041205,0,25.3,72,2.6,,,
,20041206,135.8,19.1,96,1.2,,,
,20041207,1.4,22,68,2.1,,,
,20041208,0,24.2,54,2.3,,,
,20041209,0,27.3,59,2.4,,,
,20041210,0,24.7,73,2.5,,,
,20041211,0,27.5,63,2.9,,,
,20041212,0,28,70,3.5,,,
,20041213,11.2,22.6,76,2.1,,,
,20041214,1.4,19.2,81,3.7,,,
,20041215,2.4,23,62,0,,,
,20041216,0,26.1,66,2.1,,,
,20041217,0,26.2,63,4.2,,,
,20041218,3.6,21,70,2.1,,,
,20041219,0,23.3,68,2.6,,,
,20041220,0.2,24.4,71,2.6,,,
,20041221,15,21.5,95,3.5,,,
,20041222,199.2,21.8,96,3.4,,,
,20041223,4.6,23.3,90,2.1,,,
,20041224,0,26.6,75,2.6,,,
,20041225,0,26.6,81,3.1,,,
,20041226,0.4,23.4,83,1.8,,,
,20041227,0,24,74,2.8,,,
,20041228,0,25.8,66,2.6,,,
,20041229,0,30.5,51,1.8,,,
,20041230,28.2,21.7,82,3.3,,,
,20041231,1.8,22.1,61,1.4,,,
,20050101,0,22.8,62,2,,,
,20050102,0,23.9,68,2.7,,,
,20050103,0,24.1,71,4.2,,,
,20050104,0,28.4,61,1.8,,,
,20050105,0,25.3,73,2,,,
,20050106,0,26.8,73,2.7,,,
,20050107,0,26.5,67,2.9,,,
,20050108,1.4,20.2,73,2.6,,,
,20050109,0,21.5,66,1.7,,,
,20050110,0,25.7,44,1.7,,,
,20050111,0.2,23.2,74,1.9,,,
,20050112,0,19.6,92,3,,,
,20050113,0,26.3,63,2.3,,,
,20050114,41.6,20.5,96,1.2,,,
,20050115,0,24,58,1.6,,,
,20050116,0,25.7,58,3,,,
,20050117,0,24.1,70,1.6,,,
,20050118,0,27,74,4,,,
,20050119,4,26.3,80,2.2,,,
,20050120,7.2,22.7,97,1.1,,,
,20050121,0,25.6,79,2.3,,,
,20050122,2.8,23.2,81,2.7,,,
,20050123,5.6,18.8,96,1.8,,,
,20050124,0,23.9,68,3.4,,,
,20050125,1.8,21.5,88,3.2,,,
,20050126,0,24.6,64,2.3,,,
,20050127,0,24.6,68,2.3,,,
,20050128,0,24.2,71,2,,,
,20050129,0,28.6,66,3.9,,,
,20050130,0,23.8,84,2.1,,,
,20050131,0,26.3,68,3.3,,,
,20050201,0,24.7,67,2.2,,,
,20050202,0.2,34.5,51,1.4,,,
,20050203,2.8,23.8,80,0,,,
,20050204,0,22.9,65,2.8,,,
,20050205,0,25.1,54,2.7,,,
,20050206,0,29,51,4.1,,,
,20050207,0,26.4,71,7,,,
,20050208,0,22.8,83,2.1,,,
,20050209,0,21.8,78,3.5,,,
,20050210,0,26.5,70,2.1,,,
,20050211,1,25.4,61,3.4,,,
,20050212,0,27,59,2.8,,,
,20050213,0,24.5,67,3.9,,,
,20050214,0,24.1,72,1.7,,,
,20050215,0,24.7,55,2.3,,,
,20050216,0,28,67,2.3,,,
,20050217,0.2,27.1,77,3.1,,,
,20050218,0.2,24.2,78,2.1,,,
,20050219,9.8,26.1,74,2.4,,,
,20050220,0,25.2,74,2.6,,,
,20050221,0,25.1,78,2.9,,,
,20050222,4.2,25.5,80,4.6,,,
,20050223,0,24.7,72,2.9,,,
,20050224,18,22.2,83,3.6,,,
,20050225,0,23.2,73,2.2,,,
,20050226,0,24.2,68,2.2,,,
,20050227,0,24.9,75,2.4,,,
,20050228,0,27.2,63,2.3,,,
,20050301,2.8,24.6,74,2,,,
,20050302,2.6,25.7,71,2,,,
,20050303,0.4,25.4,70,2,,,
,20050304,0,27.3,69,2.3,,,
,20050305,0,29.9,63,1.8,,,
,20050306,10.4,26.3,70,2.9,,,
,20050307,29,20.3,89,2,,,
,20050308,0,21.1,80,2.3,,,
,20050309,7.6,26.3,57,1.9,,,
,20050310,2.2,21.3,58,3.8,,,
,20050311,0,21.7,64,1.9,,,
,20050312,0,24,70,2,,,
,20050313,0,23.1,72,2.5,,,
,20050314,0,24.9,64,3.2,,,
,20050315,0,30.1,49,2,,,
,20050316,0,31.8,46,2.4,,,
,20050317,0,36.1,20,2.4,,,
,20050318,0.8,29.8,62,3.1,,,
,20050319,0.2,26.9,74,2.3,,,
,20050320,15.8,23.1,79,2.9,,,
,20050321,0.2,20.5,68,3,,,
,20050322,0,27.1,52,1.6,,,
,20050323,0,26.2,72,1.7,,,
,20050324,0,37.1,25,1.4,,,
,20050325,6.8,22.8,77,2.8,,,
,20050326,0,21.7,84,1.3,,,
,20050327,12.2,21.8,69,2.1,,,
,20050328,3.4,17.7,76,0,,,
,20050329,0,22,70,2.7,,,
,20050330,4.6,22.5,65,3.3,,,
,20050331,2,19.3,60,1.4,,,
,20050401,42.8,14.3,95,0,,,
,20050402,0.2,18.4,64,1.6,,,
,20050403,0,24,47,2.3,,,
,20050404,0,24.1,61,2.3,,,
,20050405,0,27.7,60,1.5,,,
,20050406,1,26.1,66,1.4,,,
,20050407,0,25.5,58,2.1,,,
,20050408,1.2,21.5,80,1.5,,,
,20050409,0,24.4,69,2.1,,,
,20050410,27,20.4,95,0,,,
,20050411,15.8,22.4,74,3.5,,,
,20050412,2,19.5,95,3.5,,,
,20050413,0,20.7,61,2,,,
,20050414,0,24.1,55,1.9,,,
,20050415,0,29.5,36,1.7,,,
,20050416,0,21.3,67,3.4,,,
,20050417,0,19.9,70,1.9,,,
,20050418,0,19.5,57,1.7,,,
,20050419,2.2,16.4,40,3.8,,,
,20050420,0,18.6,48,6.3,,,
,20050421,0,19.3,45,1.6,,,
,20050422,0,21.2,47,2.5,,,
,20050423,0,20,72,5,,,
,20050424,0,19.1,64,4,,,
,20050425,6,19.3,53,4.1,,,
,20050426,1.8,18,65,1.7,,,
,20050427,0,21.8,48,1.4,,,
,20050428,0,22.9,62,2.5,,,
,20050429,0,29.7,34,1.6,,,
,20050430,0,32.8,17,2.3,,,
,20050501,0.2,18.3,89,3.8,,,
,20050502,0,18.4,67,2,,,
,20050503,25.6,21.6,53,0,,,
,20050504,34.8,15.4,91,2.1,,,
,20050505,0,21.8,50,1.5,,,
,20050506,0,17.4,73,3.3,,,
,20050507,0,20.9,39,2.5,,,
,20050508,0,22.3,38,2.5,,,
,20050509,0,22.1,52,1.7,,,
,20050510,0,29.5,22,0,,,
,20050511,0,20.5,63,1.8,,,
,20050512,0,19.7,74,1.8,,,
,20050513,0,16.1,94,3.5,,,
,20050514,0.4,14.5,90,0,,,
,20050515,0,18.7,46,5.3,,,
,20050516,0,19.9,34,0,,,
,20050517,0.6,26.2,19,1.8,,,
,20050518,17,13.5,94,2.8,,,
,20050519,0,17.6,53,1.3,,,
,20050520,0,24.3,48,1.3,,,
,20050521,0,30.1,18,2.9,,,
,20050522,0,30.2,20,5.9,,,
,20050523,2.6,16.3,60,5.9,,,
,20050524,0,16.6,74,3.3,,,
,20050525,0,18.6,57,2,,,
,20050526,2.2,17,70,1.3,,,
,20050527,0,19.1,61,2.1,,,
,20050528,0,19.7,81,2.9,,,
,20050529,4.2,15.2,52,3.9,,,
,20050530,0,21.1,41,2,,,
,20050531,0,20.4,28,1.5,,,
,20050601,0,19.4,63,1.9,,,
,20050602,0,24.1,31,2.6,,,
,20050603,0,18.9,66,1.8,,,
,20050604,7.8,15.3,93,3.3,,,
,20050605,0,16.7,68,1.7,,,
,20050606,0,16.8,73,3.1,,,
,20050607,5.8,15.7,52,0,,,
,20050608,0.2,15.3,47,6.5,,,
,20050609,0.4,13.4,82,5.3,,,
,20050610,0,15.3,44,2.9,,,
,20050611,0,17.9,47,1.3,,,
,20050612,5.8,17.4,36,1.8,,,
,20050613,0,16.5,36,5.9,,,
,20050614,23.6,12.8,86,3.6,,,
,20050615,0,17.4,43,1.9,,,
,20050616,0,19.3,40,3,,,
,20050617,0,18.6,71,1.8,,,
,20050618,0,24.7,34,2.4,,,
,20050619,0,14.5,80,4.5,,,
,20050620,1.2,18.2,54,1.3,,,
,20050621,0.2,18.6,76,1.8,,,
,20050622,0,19.9,71,2.9,,,
,20050623,0,24.7,45,1.7,,,
,20050624,0,22.2,44,2.1,,,
,20050625,0,19.3,43,0,,,
,20050626,1.8,16.4,65,4.4,,,
,20050627,0,14.5,38,5.7,,,
,20050628,0,16.6,41,2.1,,,
,20050629,0,21.3,26,0,,,
,20050630,13.4,15.5,92,4.3,,,
,20050701,0,16.4,56,1.6,,,
,20050702,0,16.7,61,1.7,,,
,20050703,0,19.2,56,2.3,,,
,20050704,0,21.3,41,0,,,
,20050705,0,18,66,2,,,
,20050706,0,18.4,73,1.3,,,
,20050707,0,15.9,80,1.7,,,
,20050708,0,21,61,1.3,,,
,20050709,0,25.1,16,1.3,,,
,20050710,0,23.6,26,1.1,,,
,20050711,0,21.8,50,1.2,,,
,20050712,0,28.2,14,4.9,,,
,20050713,0,26.6,24,3.1,,,
,20050714,3.2,20.3,63,2.7,,,
,20050715,0,20.1,58,1.9,,,
,20050716,0,24.6,15,0,,,
,20050717,0,28,12,3.8,,,
,20050718,0,19.5,55,1.5,,,
,20050719,1,18.3,39,2.9,,,
,20050720,12.6,16.7,83,5.7,,,
,20050721,0,23.1,35,6.8,,,
,20050722,0,18,60,2.3,,,
,20050723,0,20.3,51,2,,,
,20050724,0,20.2,64,2.4,,,
,20050725,1.8,18.6,56,4.2,,,
,20050726,0,17.4,41,5.4,,,
,20050727,0.8,17.2,56,4.1,,,
,20050728,0,20.3,64,2.3,,,
,20050729,0,18.5,42,4,,,
,20050730,0,18.8,54,2.5,,,
,20050731,0,18.3,67,1.7,,,
,20050801,0,21,46,3.1,,,
,20050802,8,13.3,71,3.7,,,
,20050803,0,15.1,55,2.2,,,
,20050804,0,23.8,23,1.3,,,
,20050805,0,19.8,50,1.7,,,
,20050806,0,20.4,40,1.4,,,
,20050807,0,23.8,20,0,,,
,20050808,0,18.8,59,1.6,,,
,20050809,0,16.9,55,5,,,
,20050810,0,16.8,53,1.7,,,
,20050811,4,16.8,70,3.9,,,
,20050812,2.2,18.4,67,2.1,,,
,20050813,0,17.2,39,4,,,
,20050814,0.8,17.3,33,2.8,,,
,20050815,0,14.8,41,8.3,,,
,20050816,0.4,15.3,45,2.5,,,
,20050817,16.6,21.9,25,4.2,,,
,20050818,0,17.2,35,4.6,,,
,20050819,0,19.7,51,2.4,,,
,20050820,0,19.4,57,3,,,
,20050821,2.2,16.1,85,2.5,,,
,20050822,0.4,21.8,43,3.1,,,
,20050823,0,19.2,65,4.3,,,
,20050824,0,19.3,64,3,,,
,20050825,0,16.5,58,2.3,,,
,20050826,15,9.6,73,4.6,,,
,20050827,0,15.5,38,6.2,,,
,20050828,0,16.9,55,1.9,,,
,20050829,0,21,45,1.6,,,
,20050830,0,18.1,58,3.5,,,
,20050831,9,14.9,98,3.3,,,
,20050901,0,18.5,48,2.4,,,
,20050902,0,19.5,51,2.1,,,
,20050903,0,17.3,68,2.3,,,
,20050904,17.4,11.5,92,4,,,
,20050905,8.6,18.6,28,4.6,,,
,20050906,0,13.8,56,2.4,,,
,20050907,0,20.1,37,2.3,,,
,20050908,0,18,59,2.2,,,
,20050909,0,19.3,75,2.8,,,
,20050910,0,19.2,65,2.8,,,
,20050911,0,20.2,72,1.9,,,
,20050912,0.8,21.3,75,1.9,,,
,20050913,0,22.4,74,4.1,,,
,20050914,0,39.4,47,3.5,,,
,20050915,0,21.7,56,3.1,,,
,20050916,0,24.7,54,2.9,,,
,20050917,0,17.7,68,4.4,,,
,20050918,0,19.1,74,2.1,,,
,20050919,0,21.2,68,4.3,,,
,20050920,2,20.6,70,1.8,,,
,20050921,2.8,16.1,74,2,,,
,20050922,0,17.6,80,2.3,,,
,20050923,1,19.1,68,2.6,,,
,20050924,0,18.7,68,2,,,
,20050925,0.2,17.1,64,6.1,,,
,20050926,0,16.6,45,2.9,,,
,20050927,9.8,16.8,35,7,,,
,20050928,0,18.7,62,3.3,,,
,20050929,0,22.7,67,2.8,,,
,20050930,0,29.5,22,2,,,
,20051001,1.4,19.9,77,4.3,,,
,20051002,0,19.9,51,4.7,,,
,20051003,17.8,16.9,65,3.2,,,
,20051004,19.4,11.9,63,4.8,,,
,20051005,0.4,16.2,50,2.2,,,
,20051006,0,17.7,51,3.6,,,
,20051007,0,24.5,29,1.6,,,
,20051008,0,16,57,4.9,,,
,20051009,0,19,51,2.6,,,
