Station,Time,Date,Rainfall (mm) (24 hours),Temp (º C),Rel Humidity (%),Wind Speed (m/s) 
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971018,0,21.7,68,6.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971019,0,31.3,29,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971020,0,18.2,89,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971021,0,19.2,79,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971022,7,19.5,85,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971023,2,16,79,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971024,0,17.5,71,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971025,27,19.9,81,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971026,30.2,13.9,92,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971027,0,17.8,79,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971028,0,20.2,75,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971029,0,28.2,54,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971030,2,20.1,74,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971031,0.2,30.3,56,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971101,0.8,23.2,81,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971102,2,20,85,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971103,1,17.2,77,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971104,0,22.9,78,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971105,0,20.5,67,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971106,0,19.2,79,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971107,0,19.5,82,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971108,0,21.8,68,7.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971109,2.6,17.8,77,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971110,0,19.2,76,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971111,0,18.9,76,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971112,0,22.1,79,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971113,0,20.3,87,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971114,0,21.5,88,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971115,1.4,19.8,82,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971116,40.4,21.6,66,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971117,14.6,16.8,61,8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971118,0,17.3,63,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971119,0,18.5,76,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971120,5,19.9,70,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971121,9.8,14.7,74,10.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971122,3.2,16.4,71,8.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971123,1.8,19.9,65,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971124,2,14.7,74,6.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971125,2.4,16.8,70,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971126,0,18.8,66,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971127,0,19.8,63,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971128,0,17.9,82,8.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971129,0,18.6,79,7.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971130,0,21.1,73,7.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971201,0,18,82,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971202,0.4,20,75,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971203,0,18.6,77,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971204,0,21.2,77,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971205,0,19,81,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971206,0,19.5,80,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971207,0,24.1,71,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971208,0,24.4,77,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971209,0.2,18.4,91,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971210,0.2,21.2,74,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971211,0,22.8,77,7.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971212,0,22.6,80,6.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971213,3,21.8,74,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971214,0,19.1,62,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971215,0,23.8,70,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971216,10.2,21.4,64,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971217,1.8,16,70,8.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971218,0,18.7,70,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971219,0,20.8,62,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971220,0,23.7,77,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971221,3,18.8,91,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971222,0,20.2,74,7.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971223,0,21.4,83,6.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971224,0,21.3,85,7.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971225,1,19.9,75,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971226,0,23.4,68,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971227,0,22.7,76,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971228,2.2,22.2,83,6.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971229,0,22.4,77,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971230,0,27.3,56,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19971231,0,20.8,83,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980101,0.2,21.4,77,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980102,0,22.9,79,7.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980103,0,31.3,41,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980104,0,26.4,72,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980105,14.2,22.5,91,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980106,32.4,19.1,91,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980107,0.6,18.8,91,6.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980108,0.8,17.9,82,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980109,27.8,18.3,63,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980110,0.8,18.7,64,6.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980111,0,21.6,51,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980112,0.6,23.3,63,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980113,4.8,18.2,66,7.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980114,0,19.4,62,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980115,0,24,57,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980116,0,20.3,75,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980117,0.2,21.3,75,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980118,1.2,19.9,76,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980119,0,19.9,68,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980120,0,20.4,64,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980121,0,22.5,55,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980122,0,22.3,73,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980123,0,23.7,64,6.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980124,0,21.1,67,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980125,0,22.7,62,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980126,0,22.7,66,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980127,0,24.6,71,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980128,0,22.7,76,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980129,6.4,20.4,83,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980130,0,21.6,65,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980131,0,22.7,64,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980201,0,21.3,70,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980202,0,23.3,76,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980203,0,23.4,63,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980204,0,24.1,67,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980205,0,23.3,72,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980206,0,27.1,71,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980207,0,23.2,72,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980208,2.4,24.3,74,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980209,2.6,20,83,6.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980210,0,21.2,80,8.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980211,0,22.3,77,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980212,0,21.4,87,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980213,0,22.2,83,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980214,0,24.4,79,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980215,11.2,21.7,87,1.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980216,0.2,17.8,81,6.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980217,0,22.3,65,7.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980218,0,22.4,63,5.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980219,0,27.8,55,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980220,1.6,32.2,46,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980221,0,23.3,71,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980222,0,20.2,84,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980223,0,22.1,71,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980224,0,22.1,75,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980225,0,23.3,69,6.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980226,0,23.5,82,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980227,0,21.5,81,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980228,2.8,20.7,68,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980301,18.8,17.3,94,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980302,0,22.2,77,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980303,0,25.2,64,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980304,0,22,80,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980305,0,22.7,78,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980306,0,22,77,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980307,0,19.4,70,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980308,1.4,22.1,77,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980309,1,21.6,64,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980310,0,19.3,65,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980311,4,21.1,64,7.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980312,1.2,18.6,76,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980313,0,21.7,64,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980314,0,22,75,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980315,0,20.4,81,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980316,0,22.9,65,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980317,3.4,20.8,78,6.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980318,0,19.9,72,6.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980319,0,26.5,46,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980320,0,20.3,74,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980321,0,20.4,75,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980322,0,19.6,74,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980323,0,21.3,77,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980324,27.8,21.5,87,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980325,2.2,17.4,91,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980326,0,19.9,87,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980327,6.6,18.9,91,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980328,3,20.7,89,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980329,0,21.3,81,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980330,0,25.3,63,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980331,0,21.3,66,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980401,0.6,17.5,82,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980402,0,20.4,71,6.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980403,0,20.2,66,6.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980404,0,20.3,63,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980405,1,18.8,72,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980406,0,18.1,59,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980407,6.4,18.9,66,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980408,0,17.8,60,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980409,0,21.4,54,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980410,0,17.7,80,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980411,0,18.2,83,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980412,0,21.9,77,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980413,0.4,20.1,84,6.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980414,0,21.4,81,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980415,0,22.2,75,8.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980416,0,27.6,50,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980417,0,20.8,78,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980418,0,32.3,48,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980419,0,36.7,20,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980420,0,22.8,70,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980421,1,22.1,67,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980422,0,19.2,72,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980423,0.2,16.4,89,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980424,0,19.5,76,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980425,0,24.6,55,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980426,0,19.6,66,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980427,0,21.2,57,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980428,0,21.2,68,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980429,0,26,46,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980430,0,20.4,75,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980501,0,18.1,85,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980502,0,20,64,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980503,0,20.2,64,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980504,0,19.8,65,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980505,0,17.1,87,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980506,5.2,21.6,59,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980507,4.2,17.9,78,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980508,8.2,22.5,51,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980509,2.6,18,58,9.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980510,48,13.9,94,7.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980511,0.2,13.2,71,7.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980512,1,14.2,83,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980513,2.4,16,65,6.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980514,5.6,15.2,90,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980515,0,18.1,66,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980516,0,22,56,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980517,0,26.5,22,7.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980518,0,28.2,22,13.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980519,0,17,70,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980520,0,17.1,69,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980521,0,17.2,73,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980522,0,28,35,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980523,0,16.4,85,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980524,0,18.7,76,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980525,0,21.2,51,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980526,0,24.4,39,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980527,0,15.8,84,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980528,0,15.8,72,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980529,0,17.4,59,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980530,0,17.3,77,1.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980531,0,23.2,35,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980601,2.8,17.5,69,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980602,0,14.8,76,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980603,0,20.8,35,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980604,1.4,16.5,72,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980605,0,16.2,69,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980606,35.4,12.4,91,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980607,18.6,9.6,88,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980608,0,14,64,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980609,0,19.5,45,1.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980610,0,17.2,73,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980611,0,16.8,72,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980612,0,16.4,68,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980613,0,19,68,1.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980614,0,17.7,58,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980615,0,21,36,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980616,0,18.5,73,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980617,0,17,81,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980618,0,17.1,80,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980619,0,15.6,77,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19980620,0,14.1,79,3.4
