KNYSNA  - station [0014123 3]   -34.0590 23.0910 54 m ,yyyymmdd,Rainfall (mm) (24 hours),Temp (§ C),Rel Humidity (%),Wind Speed (m/s) ,,,,KBDI,DF,FFDI
,20070104,0,26.8,72,3.2,,,,5.863680005185041,0.01915920642933428,0.006950079992215654
,20070105,0.6,23.7,70,1.7,,,,7.425763405497403,0.029817325613893185,0.009144654081152573
,20070106,7.6,20.2,73,2.6,,,,5.326207873124305,0.04016229821882838,0.010603165900602585
,20070107,3.4,18.3,58,3.1,,,,2.7289304143050424,0.050644414127916454,0.02187705047423226
,20070108,0,25.3,53,4.4,,,,4.624565348741937,0.06696196406102732,0.048410422669193244
,20070109,0,24.7,63,3,,,,6.382548952194748,0.08569705279999659,0.038091295627418205
,20070110,0,25.4,67,2.5,,,,8.264026154585247,0.10732815456712406,0.04067739051302055
,20070111,3.4,25.3,79,4.2,,,,10.107321762093761,0.13175685850082883,0.037860251362665055
,20070112,0.8,20.9,75,1.8,,,,11.205810978227971,0.1575362376460655,0.03650247219348903
,20070113,0,24.5,64,2.3,,,,12.868275799562518,0.18737098456353768,0.07457910309439683
,20070114,0,26.4,64,2.4,,,,14.894725651043867,0.2212355502239292,0.09448886601234534
,20070115,4.8,23.9,63,2.4,,,,16.41938978394991,0.25693492413990787,0.10418124697182139
,20070116,4.8,23.6,57,3.1,,,,13.36123970463207,0.28023378593921494,0.1465890493377299
,20070117,0,25.5,55,1.4,,,,15.19584445966145,0.3221090861676161,0.16651754692940296
,20070118,1.6,27.3,55,2.3,,,,17.397446919174516,0.36882928587937847,0.21820599670321508
,20070119,0,25.3,52,3.9,,,,19.15437778832927,0.4209568523109239,0.2948897166638259
,20070120,0,25.5,58,2.5,,,,20.932997566116086,0.4799996119604386,0.24419670922073844
,20070121,0,28.7,45,1.8,,,,23.40097508273975,6.390502209510821,5.170862341157737
,20070122,0,26.9,67,2.1,,,,25.41964933593008,6.528540976486319,2.385871054471312
,20070123,0,27.1,63,2.2,,,,27.458217421466546,6.66314388128369,2.837407886633281
,20070124,0,30.1,42,3.4,,,,30.201371302508154,6.837029145864322,7.3544523337407695
,20070125,0,31.8,48,3,,,,33.39951281328638,7.029854736748002,6.2935233459959585
,20070126,0.8,30.8,56,5.2,,,,36.2423587812786,7.192858191450479,5.684104781017309
,20070127,0,27,64,2.2,,,,38.136754082252004,7.297332619055444,2.9884248774709965
,20070128,0,33.6,39,1.6,,,,41.774391304454014,7.489184198374396,8.631308147716396
,20070129,58,25.5,63,2.8,,,,0.0,0.11030824909612348,0.049370648476664745
,20070130,0,23.8,65,2.5,,,,1.6268009018767153,0.16805334895338025,0.06427391177258315
,20070131,0,28.2,39,1.9,,,,4.219230019962191,0.622864493633832,0.6335549341126997
,20070201,0.2,26.7,51,3.4,,,,6.406458206867418,1.3246563997115177,0.9512496811786888
,20070202,0,25.1,64,2,,,,8.227073995711434,2.1358112562502862,0.8195406565436075
,20070203,0,28.2,42,2,,,,10.734617125816712,2.9692131411469105,2.6910630511927187
,20070204,0,25.9,52,2,,,,12.67684853166584,3.7102101969648302,2.1969972935641513
,20070205,0,28.5,56,2.2,,,,15.20415549572254,4.386199979152485,2.506828484579163
,20070206,0,25.1,74,1.9,,,,16.94338026713979,4.928686722360344,1.313794880598186
,20070207,0,34.4,34,2.5,,,,21.377198379808313,5.536806745555274,8.437083417715222
,20070208,0,26,67,3.2,,,,23.231884433472402,5.937510885078642,2.3120819904093706
,20070209,11.8,27.2,59,2.3,,,,18.59736451861881,1.609075962748277,0.8107753050299557
,20070210,16.6,22.4,59,4.2,,,,3.25523781191529,0.32891042705617574,0.1688171613523678
,20070211,47,18.4,72,7.2,,,,0.0,0.07792765951447721,0.02926966925979394
,20070212,0,23.6,55,6.3,,,,1.590357283547891,0.11711005009221999,0.0869239508120161
,20070213,0,24,56,4.4,,,,3.2412226593549316,0.4171956350556921,0.25414959272585286
,20070214,0,25.3,60,2.1,,,,5.132013408152648,0.9043720382577343,0.40900962589843765
,20070215,10.2,24.5,69,2.2,,,,1.7270708357718183,1.3833579719638887,0.4477010165644947
,20070216,1,22.1,60,4.4,,,,2.0521542778411472,1.9542976274305235,0.953232573476691
,20070217,0,23.2,57,2.3,,,,3.55616574941938,2.5587810247704703,1.1994657636110688
,20070218,0,22.8,61,1.3,,,,4.981571867923972,3.123872755913898,1.1538044793205877
,20070219,0,26.7,55,1.9,,,,7.160420272310082,3.6832477499064846,2.0037266075101394
,20070220,0,25.1,70,2.1,,,,8.974060856439417,4.16993726715298,1.3005268602954665
,20070221,4.2,25.7,63,3.2,,,,10.892197900397967,4.61285910179849,2.0479678703726094
,20070222,2.2,21.5,78,1.3,,,,10.74937127186892,4.175102476417752,0.8178464107477175
,20070223,0,28.3,57,2.5,,,,13.250172422914009,5.269038825141373,2.95657385607095
,20070224,0,27.8,72,2.7,,,,15.593850758678139,5.620529857183025,1.8780191606774412
,20070225,0,23.4,80,2.6,,,,17.029098625132715,5.882119648689295,1.2737603595390738
,20070226,0,22.9,82,0,,,,18.373809403893876,6.113155704110296,0.9753826159789287
,20070227,0,25.4,75,2.4,,,,20.14065610452913,6.157029686169024,1.665805716057395
,20070228,0,24.9,71,1.8,,,,21.797424646153445,6.277339980825838,1.8220553903131507
,20070301,0,26.1,70,2.9,,,,23.667804792408088,6.409026886579101,2.199390840590893
,20070302,0,30,59,1.7,,,,26.442061735017177,6.596638192838809,3.4106062216049633
,20070303,24.2,21.8,84,0,,,,8.443793915915538,0.4594812511902917,0.06818297237252302
,20070304,12.8,17.5,77,5.5,,,,0.0,0.31092685284904487,0.08114287047408103
,20070305,79.8,18.8,95,1.8,,,,0.0,0.04503039641889844,0.004954827462615692
,20070306,3.4,22.7,66,2.6,,,,0.0,0.0617721398369093,0.02246771901175917
,20070307,0,24,67,2.2,,,,1.6638878966507695,0.20752618141590531,0.07252092629778199
,20070308,0,26.4,46,2.5,,,,3.8096301587755717,0.45307910827028625,0.35975594597943217
,20070309,0,28.6,60,1.9,,,,6.481893590158229,0.8038875710652127,0.4002864633294426
,20070310,0,35.1,32,1.5,,,,11.489520028622586,1.2848589994846895,2.012298755539762
,20070311,2.2,24.7,66,4,,,,13.186728351452837,1.7752487000363493,0.7441195880298513
,20070312,0,22.8,65,2.2,,,,14.543374706305775,2.281000803137152,0.7949385126644227
,20070313,0,21.9,72,1.9,,,,15.755006847206214,2.780643302184731,0.7180691647748162
,20070314,0,23.4,67,2,,,,17.189021817334304,3.2695709584605046,1.0621608676464378
,20070315,0,26.2,65,2.1,,,,19.127585903245393,3.751107044933788,1.4448066781242865
,20070316,0,25,71,2.1,,,,20.81193739998873,4.1920976033446555,1.2587520511445733
,20070317,9.6,19.6,82,3,,,,17.172227168178818,2.1591259904745663,0.40213981221660794
,20070318,0,21,45,3.1,,,,18.243638812151193,2.977240470009844,2.092595321385664
,20070319,0,22.2,54,2.6,,,,19.47457522147856,5.013924278627371,2.5620077604360114
,20070320,0,22.3,53,1.8,,,,20.711831554861195,5.303812999015078,2.629399881682266
,20070321,0,24.6,62,1.7,,,,22.309612216699904,5.587849617118392,2.175072464414571
,20070322,2.4,23.2,65,2.6,,,,23.66215575176769,5.837063173826105,2.106702667735731
,20070323,0,21.6,69,4,,,,24.77449924308998,6.480666147017646,2.1688905795067286
,20070324,0,23.2,57,3.7,,,,26.10861246213561,6.574560555833463,3.425410162959562
,20070325,0,23.2,59,1.6,,,,27.43275032410682,6.661491202833901,2.713616048369389
,20070326,0,21.2,61,5.2,,,,28.470176580051064,6.728236463344583,3.237450634515463
,20070327,0,22.3,62,2,,,,29.6468541189261,6.802528543992262,2.50612250834016
,20070328,0,24,66,3.2,,,,31.067980983380746,6.890305163808726,2.5907283582025253
,20070329,0,24.8,62,4.1,,,,32.608782659694974,6.983134745144957,3.3401096221340123
,20070330,0,30.8,43,2,,,,35.464867247117276,7.1490344509392365,6.756964706762818
,20070331,0,32.5,47,1.5,,,,38.78628128960249,7.332418914007615,6.128271111589426
,20070401,0,24.6,74,2.2,,,,40.225810561745064,7.408879991560002,1.980995764338412
,20070402,0,28.7,52,2,,,,42.43255467863194,7.522718103751526,4.851954654902016
,20070403,0,34.3,38,0,,,,46.22299834312239,7.7092058630727385,8.2264203162804
,20070404,0,32.3,30,1.9,,,,49.27110936188385,7.851381483019042,12.107725481950052
,20070405,5.2,24.1,71,2.8,,,,50.425777083602235,5.7552828406201915,1.7708609345316293
,20070406,0.2,20,78,2.7,,,,51.002094201403004,6.661691489013139,1.3872394366664396
,20070407,0,22.2,66,4,,,,52.01501391104518,7.973809968030466,3.0121059532560395
,20070408,0,30.3,41,1.8,,,,54.422747017322855,8.077138309372675,7.895550171965978
,20070409,0,25.2,58,2.8,,,,55.81429102400955,8.135184864500681,4.0500412470079015
,20070410,0,23.4,63,4.1,,,,56.9418394823577,8.181350315582637,3.5983818166962407
,20070411,33.6,20.1,68,3.9,,,,29.17457518399346,0.3498112756322122,0.11864213299770077
,20070412,0.2,19.5,49,4.6,,,,29.80364938239643,0.5280408755199814,0.3566398459181562
,20070413,0,20,50,1.8,,,,30.684757154237577,1.833043265845546,0.9454247746868233
,20070414,0,21.1,50,3.9,,,,31.690612926514305,3.3508176378442602,2.124099420826643
,20070415,0,21.1,51,1.3,,,,32.69060402377489,4.626211739602931,2.2663371016538334
,20070416,0,21.1,55,3.5,,,,33.684764640199035,5.570947964863141,2.8545210285398652
,20070417,0,19.9,65,1.2,,,,34.53520177940305,6.244459889515464,1.7900397083487087
,20070418,0,21.1,54,1.6,,,,35.51860740821323,6.73734664822095,3.0373265231892783
,20070419,0,23.2,66,3.2,,,,36.77238537994757,7.116380170586494,2.603256559565812
,20070420,0,25.6,56,1.3,,,,38.3982909538462,7.311504798025152,3.488687006289861
,20070421,0,20.4,72,3.2,,,,39.279246798904545,7.358802982073308,1.990101807773012
,20070422,0,20,74,1.4,,,,40.11220463854247,7.402909971846403,1.5839662586370404
,20070423,0,21.8,71,1.8,,,,41.14718405821901,7.45689872127275,1.9447627154741984
,20070424,0,30.5,33,0,,,,43.78023016903671,7.59030081788262,8.466092589931693
,20070425,0,21,71,1.5,,,,44.69839521007446,7.635528517830936,1.8892742900066373
,20070426,13,23.1,53,1.8,,,,37.949989026372556,1.609474878027233,0.8325852500712511
,20070427,11.8,17.6,61,7.4,,,,26.75763681584201,0.8183604849842098,0.43130348822055403
,20070428,0.6,16.1,64,4.7,,,,26.676014889353496,2.621682729238133,0.9291751167784346
,20070429,0,24.3,42,5.4,,,,28.170865186455256,4.327130779041206,4.5550846039192745
,20070430,0,21.9,59,1.8,,,,29.294975855794018,5.5079720897269,2.1891539380180167
,20070501,0,23.1,63,1.4,,,,30.580426884384952,6.289882580930193,2.1889004328417587
,20070502,0,23.2,75,3.5,,,,31.87112834456083,6.8195044137387795,1.8766283854036252
,20070503,0,22,62,1.5,,,,32.984656718901896,7.005419832906626,2.4485215622364707
,20070504,0,21.8,69,0,,,,34.0648686183801,7.068694099615779,1.6984891974153344
,20070505,0,29,48,1.1,,,,36.42644051379023,7.2031524970353065,4.997117336445933
,20070506,0,37.2,17,4.3,,,,41.60662546540997,7.480580075682024,26.111856556027746
,20070507,0,28.5,51,0,,,,43.75017630245651,7.588809324921696,4.251513827885836
,20070508,0,24,54,2.5,,,,45.05581917535731,7.652959198620884,4.0983455824402055
,20070509,0,25.9,43,2.1,,,,46.651704056383906,7.729609749970021,6.236653858123271
,20070510,0.8,20.9,47,2.8,,,,47.542295126265756,7.77156531949401,4.89275065100667
,20070511,0,24.7,26,2.1,,,,48.92032908801787,7.835357672519282,10.911260191520263
,20070512,0,21.1,70,1.9,,,,49.819861761026445,7.876276786185616,2.092602203096964
,20070513,0,26.1,57,0,,,,51.401312106107696,7.946868723930445,3.335621592962296
,20070514,0.4,24.8,50,3,,,,52.76010446853637,8.0061855591969,5.271309589751411
,20070515,0,19,64,4.9,,,,53.431113807700314,8.03503340156435,3.148243857188225
,20070516,0,21.6,51,1.4,,,,54.35902093756569,8.074451190870727,4.027778243707211
,20070517,0,18.7,75,2.8,,,,54.996703824581346,8.10122563703278,1.8011013596867522
,20070518,0,23.7,58,1.7,,,,56.16985790403961,8.149825897190599,3.515345417295392
,20070519,10.8,26.5,31,3.6,,,,52.03205005285497,2.281260923528729,3.275983204171052
,20070520,42,11.7,85,5.6,,,,10.221580515910915,0.15070333926063867,0.024972274525643892
,20070521,57.2,8,94,4.6,,,,0.0,0.04844393329345219,0.0048443536039809495
,20070522,23.4,11.3,90,2.3,,,,0.0,0.05426807900416866,0.0057296532791449905
,20070523,0.2,17.3,54,2.4,,,,0.5155568688848484,0.17521586054931176,0.0779232570751594
,20070524,0,18.1,50,4.8,,,,1.3153295797015134,0.3711686828016066,0.23599723595415348
,20070525,0.2,18.9,61,3.9,,,,2.203851702672695,0.6410004021788479,0.2637006853771173
,20070526,0,18.2,70,3.7,,,,3.0080529669919573,0.9712851117662399,0.27977731709045167
,20070527,0,19.9,65,2,,,,4.012391405156951,1.350083806944785,0.4223215381183992
,20070528,0,22,68,0,,,,5.306983798396811,1.7647756709496816,0.449952371768991
,20070529,0,20,62,0,,,,6.312570559290363,2.1814917331875145,0.637638346493076
,20070530,0,19.8,61,4.4,,,,7.287724598435999,2.592255558465349,1.126019311928033
,20070531,0,19.9,67,2.4,,,,8.270592449067944,2.9886109181195772,0.8931679614938856
,20070601,0,21.1,66,0,,,,9.407134742590875,3.3719805520216957,0.8860569521606557
,20070602,0,29.7,28,0,,,,12.312460194454744,3.8244661792974437,4.977798034341963
,20070603,0,28.7,29,3.9,,,,14.897163679741833,4.240261587605388,7.149825984501523
,20070604,0,23.5,46,4.5,,,,16.354261818543964,4.574865653121984,3.7823178445229573
,20070605,0,18.4,47,0,,,,17.12273803559548,4.848804654982942,2.2294967190813355
,20070606,0,20.3,36,1.3,,,,18.104976717225554,5.110950089467925,4.083589928147082
,20070607,0,18.7,62,1.2,,,,18.89798365363975,5.341634147069984,1.6340227114334878
,20070608,0,21.1,45,2.5,,,,19.97256259475956,5.750359197255223,3.8226698508256436
,20070609,0,21.8,41,2.7,,,,21.13535117997647,6.22968239171835,4.9455060821575385
,20070610,0,21.9,38,5.2,,,,22.304646877324373,6.313478284880127,6.8836360715935445
,20070611,3.8,20.3,45,4.6,,,,23.259532021744725,6.238125428618294,4.812285221411746
,20070612,2.4,16.7,61,4.6,,,,22.719306839592647,4.917649236757761,1.9400912371530967
,20070613,0,16.6,57,1.4,,,,23.292088769786485,6.382918002285613,2.1928266312794027
,20070614,0,16.3,61,4.4,,,,23.837387927857918,6.420755588569563,2.4488169216655846
,20070615,0,22.5,37,5,,,,25.07397361282483,6.505244547688795,7.364064133975356
,20070616,0,20.8,52,1.3,,,,26.07487101976802,6.572319477226751,3.0651261380626265
,20070617,0,29.4,12,5,,,,28.65081277402386,6.739737989555395,22.811937126296698
,20070618,0,14.5,60,5.3,,,,29.04344436231957,6.764616292849318,2.7089809990955946
,20070619,0,19.5,44,2.2,,,,29.873143280822948,6.816646723921405,4.3231792500711785
,20070620,0,19.7,56,1.7,,,,30.720604465679145,6.869043036842104,2.7792709878778457
,20070621,0,28.2,29,0,,,,32.93885872395131,7.002711990219525,8.304543828662727
,20070622,0,29.7,19,4.1,,,,35.49139865650067,7.150539150710835,17.787669619324518
,20070623,0,31.2,17,3.7,,,,38.41316934484955,7.312309224047111,19.817988496052873
,20070624,0,21.3,34,1.3,,,,39.39771188264273,7.365112132470891,6.490864000573026
,20070625,0,30.8,16,5.7,,,,42.14013436939497,7.507862391281501,24.584068484616544
,20070626,11.8,14.9,58,5.6,,,,35.808709047774535,1.8464755999483875,0.8376267344064487
,20070627,0.2,16.4,70,3.7,,,,36.12396070114726,2.626417011655786,0.7027336589891476
,20070628,0,18,48,0,,,,36.77408771241318,5.61540714512898,2.4562347627098378
,20070629,0,22.3,29,1.4,,,,37.894844484455064,6.9706201592089485,7.620067457262699
,20070630,18.4,16.9,71,4.6,,,,25.12367363238281,0.8534012684521461,0.24558960443261363
,20070701,5.2,15.4,61,0,,,,20.391091495143733,0.834264073626192,0.2187813516148125
,20070702,0,16.1,62,1.7,,,,20.928174132789984,2.6424768549112607,0.7792834336549744
,20070703,0,18.6,50,1.3,,,,21.69857856467021,4.260135078137241,1.9873441264631992
,20070704,0,25.4,41,0,,,,23.433642121351973,5.393292180565926,3.859031114202108
,20070705,0,24.7,20,1.3,,,,25.02510941516958,6.137849757943016,9.859204549561255
,20070706,1,19.3,53,3.6,,,,25.852016906459323,6.557484958905011,3.4089707973664845
,20070707,0.6,15.9,69,4.3,,,,26.35684059800131,6.591007744060562,1.8654293782717957
,20070708,0,18.5,48,5.9,,,,27.09419453070653,6.6394521910726265,4.844689983184994
,20070709,0,19.2,48,3.1,,,,27.900800652208684,6.69175061496528,3.948814136119853
,20070710,0,19.8,59,1.6,,,,28.769031411219494,6.7472461416643625,2.4497521971761063
,20070711,1.6,19.2,62,1.3,,,,29.567966384818604,6.797594018956037,2.126064282700083
,20070712,0,16.7,46,9.3,,,,30.12741519471039,6.832446448589572,6.690844539013807
,20070713,0,19.8,39,2.1,,,,30.98461786436624,6.885214019709335,5.197020633898678
,20070714,0,18.8,50,1.7,,,,31.732458810815217,6.930632292930474,3.3453752375344186
,20070715,0,21.2,59,1.1,,,,32.744507014333635,6.9911977771297416,2.5503806008611973
,20070716,0,18.4,78,1.3,,,,33.44557193398443,7.032557224472376,1.232164555383433
,20070717,0,19.4,67,1.9,,,,34.243803707960446,7.079066338676684,1.972146138470333
,20070718,0,21.3,62,1.6,,,,35.253256718324835,7.1370096503533125,2.45620194573891
,20070719,0,18.3,68,1.3,,,,35.93457300130006,7.175576525107096,1.7687328928475963
,20070720,13.6,18.3,67,2.7,,,,28.093125361210287,1.4062428273282905,0.41235307751588623
,20070721,0,14.7,75,1.3,,,,28.5011756772718,2.045929243319959,0.35649508981479217
,20070722,0,19,65,1.5,,,,29.28038748307231,4.839202520112827,1.3846665741066317
,20070723,0,21.1,50,3.2,,,,30.294431478701657,6.302915892951779,3.7358463261642485
,20070724,13.2,17.8,65,2.5,,,,22.828574184965596,1.4100165230448893,0.428279947128269
,20070725,1.8,13.2,72,6.3,,,,21.345443650107324,2.008814493590148,0.5624212485815723
,20070726,4.6,16.1,54,1.2,,,,17.27972245299069,4.439255452881627,1.6430027706986803
,20070727,5,9.8,85,7.7,,,,12.410699335684093,2.037932615079701,0.36539215103735856
,20070728,0,16,37,5.3,,,,12.96246777695125,2.7976931213293503,2.6362040838056506
,20070729,0,18.9,47,7.4,,,,13.799729247313126,5.182625327520109,4.516628803817301
,20070730,0,18.6,46,3.8,,,,14.60026332488081,6.089254301338111,4.006748142140128
,20070731,0,21.7,43,1.9,,,,15.782885856131694,6.196234313869693,4.27760672482213
,20070801,0,22.6,44,1.7,,,,17.090199460065215,6.188408319148109,4.18379313586214
,20070802,0,18.9,55,1.6,,,,17.90929421717194,6.179821588591584,2.501433131501566
,20070803,10.2,15.2,70,8.8,,,,13.259713769631484,1.8847704103572687,0.7473555157435005
,20070804,0.2,14.8,64,2.9,,,,13.510113760956587,2.611189465322233,0.7611015827551239
,20070805,0,22.1,35,2.6,,,,14.757700364407825,5.0808282857260005,4.982811606669473
,20070806,3.4,20.4,46,2.6,,,,15.765028178427759,6.077932761834569,3.8416239169010793
,20070807,0,15.5,52,4.9,,,,16.26517675063633,6.194214133820581,3.273081281662617
,20070808,0,20.7,34,2.3,,,,17.302621688667095,6.186446372212148,5.825409630923554
,20070809,0,28.1,24,1.3,,,,19.668838410821166,6.152461788604191,9.656897175953285
,20070810,0,20.6,40,3.4,,,,20.674790897686087,6.196201353351681,5.186548393167084
,20070811,1.6,19.2,41,5.6,,,,21.51079940176722,6.256776052037928,5.807664901097803
,20070812,0,16.8,51,1.3,,,,22.105077961163396,6.299297815901058,2.6578343943730114
,20070813,0,17.8,63,3.5,,,,22.79020293085776,6.347773628165996,2.2038503030483456
,20070814,5.4,18.7,58,1.9,,,,23.243136843048045,4.71403035325513,1.7588309613492248
,20070815,50.4,14.2,75,7.4,,,,0.0,0.11625533657807471,0.03456175390815787
,20070816,11.6,16.5,70,3.8,,,,0.0,0.13177514937324103,0.037092054926069325
,20070817,0,17.4,57,2,,,,0.7260108681724257,0.46660532571437713,0.17922472825772764
,20070818,0,26.7,29,0,,,,2.951637074105313,1.0150223037115607,1.1733042682881418
,20070819,0,18.6,74,4.7,,,,3.79802255107563,1.657738812362754,0.4554992469384506
,20070820,0,18.6,69,2,,,,4.64083062863474,2.3190222047858917,0.6005063402153
,20070821,0,16,79,5.2,,,,5.215069765744962,2.9246138548093996,0.6412771944767913
,20070822,3.2,14.5,84,2,,,,5.660417801172096,3.4490955771666036,0.46104656569739055
,20070823,4.8,12.8,89,4.3,,,,3.0596638959970477,2.2657947769354507,0.2937024027454121
,20070824,0,15.6,70,4.8,,,,3.602511402668037,2.9836620486437795,0.8510534308116096
,20070825,0,18.3,55,2,,,,4.412226532387744,4.383393505283787,1.8062966080269207
,20070826,4.8,21,46,1.9,,,,5.557128349629253,4.20703695286336,2.570457521889172
,20070827,0,18,60,7.6,,,,6.326197151973981,4.819761728955238,2.6486504739345573
,20070828,0,19.6,48,1.5,,,,7.276401851784082,5.184732129711224,2.719127405540439
,20070829,0,19.2,71,1.5,,,,8.173778137545622,5.3919843585161145,1.2610904436370605
,20070830,0,18.9,73,1.8,,,,9.032115287778568,5.576316807345457,1.235266576615074
,20070831,0,21.9,39,1.6,,,,10.279143053072968,5.776878847317172,4.498367258520866
,20070901,2.6,22.9,41,2.1,,,,11.672608701402233,5.975052315758012,4.682936296727166
,20070902,2.2,17.1,68,1.7,,,,12.327610981068421,5.273557412973387,1.2961847984381363
,20070903,2.2,20.3,63,1.7,,,,11.415161510188966,5.710102394513695,1.856295910381341
,20070904,0.2,16,76,3.3,,,,11.76980907702702,6.169977941868238,1.2661469674176802
,20070905,2.2,20.1,49,3.9,,,,10.555028216722754,6.14545950343777,3.8677479858474744
,20070906,0,18,58,4.2,,,,11.30464916935285,6.161559130654564,2.7156918436747404
,20070907,0,19.3,59,2.1,,,,12.195233149085878,6.1766474256753146,2.3025028658153146
,20070908,0,18,60,3.2,,,,12.938471729144684,6.185991946776952,2.3389750419083564
,20070909,0,19.3,62,1.8,,,,13.82147315833035,6.193392786133969,2.0297181583039556
,20070910,0,19.4,57,1.4,,,,14.711982814873755,6.196940985785347,2.341159305330221
,20070911,0.2,28.3,27,3.7,,,,17.161291780243054,6.187772651081274,10.791479578136897
,20070912,4.4,18.2,67,2.7,,,,17.90564716033389,5.352267238739842,1.5372078268699865
,20070913,0,16.6,55,5.2,,,,18.49370594498845,5.958983281768425,3.0236700998068216
,20070914,0,17.6,56,2.2,,,,19.17289725409847,6.161354694393431,2.425442531897929
,20070915,2.6,19.6,70,3.2,,,,20.061097793692735,6.1511634648788505,1.7388432435317671
,20070916,0,19.8,47,2.3,,,,20.96815743035155,6.217559405998297,3.6264736324143634
,20070917,0,19.5,61,1.5,,,,21.83632780810908,6.280123124140401,2.0909336777470524
,20070918,0,23.9,58,1.8,,,,23.304787398309816,6.383803235259011,2.8046094231401635
,20070919,0,26.3,43,1.6,,,,25.199778762045355,6.513739150902249,5.118820106932473
,20070920,0,24.5,32,1.6,,,,26.741070753774903,6.616328277377815,7.1492519459009465
,20070921,3.6,20,71,2.8,,,,27.63774091676178,6.674773607215217,1.7845675358008575
,20070922,7,19,65,2.6,,,,22.900803913670966,1.975158889010991,0.627301238730808
,20070923,19.6,14.3,73,4.7,,,,3.6920383309985034,0.30231819620471734,0.07601622850846627
,20070924,0.6,17.9,59,2,,,,3.8575472652922564,0.45661770893117304,0.16653150523376253
,20070925,0,20.7,47,4,,,,4.963851670910613,1.5760925749228571,1.1132699407039288
,20070926,0,23.1,61,2.4,,,,6.4291506870116555,2.8340833465332778,1.1615779584504615
,20070927,0,19.6,77,4.6,,,,7.378858485093646,3.8334894552249557,0.9636159775550822
,20070928,9.6,21.5,69,2.1,,,,4.057538054230431,1.7871419579097516,0.5165004201721173
,20070929,3.8,16.8,75,1.2,,,,0.9089036555433987,1.463884493217798,0.2727265809158415
,20070930,0,19,54,1.9,,,,1.8111856891576459,3.473329658754771,1.5088237779897598
,20071001,1.6,20.3,75,1.8,,,,2.87424885644332,4.564195896088715,0.991956903261421
,20071002,2.8,22.6,72,2.1,,,,4.271605660727144,5.181044012294802,1.3820289564890471
,20071003,2.4,15,79,7,,,,3.0398380512248746,4.314694594222691,1.0590236299366005
,20071004,0,18.1,60,2.7,,,,3.8296501988484506,5.4529561192508895,1.9867159459158763
,20071005,0,19.4,56,2,,,,4.767144141204416,5.642773846786132,2.3238564232663768
,20071006,21.2,18.5,67,2.4,,,,0.0,0.4821268862625359,0.14072598528596342
,20071007,73.6,10.2,90,4.2,,,,0.0,0.05822557283418302,0.0069448781613638925
,20071008,0,15.1,53,2.9,,,,0.5072645631291544,0.08455187228608392,0.038046285978358844
,20071009,2.4,15,90,3.4,,,,1.004735822008815,0.2864447190027846,0.03679498179143248
,20071010,4.6,16.8,83,2,,,,0.0,0.5895876093419062,0.09022069372850387
,20071011,0,23.2,56,2,,,,1.5193557252750118,1.0182425987250812,0.4875464860314828
,20071012,0,21.9,69,2,,,,2.814633590127886,1.5139009386897058,0.44071623744204985
,20071013,0,25,58,3.3,,,,4.648256479761519,2.0598478307306287,1.0815303994403775
,20071014,5.2,19.9,64,3.9,,,,5.524366218127633,2.5680832842379666,0.9677339445063187
,20071015,0,20.2,51,2.3,,,,6.55472143945923,3.054367210283879,1.5875884671157017
,20071016,0,24.5,56,2.3,,,,8.25745973354041,3.539908274413436,1.7872295538327276
,20071017,6.6,19.7,76,3.3,,,,7.690608248895746,3.1403427482351525,0.7367216150674463
,20071018,0,19.6,61,2.5,,,,8.63422766504691,3.937686667909525,1.439798073431128
,20071019,0,21.6,57,3.5,,,,9.839678089146068,4.549320030528285,2.218542053319036
,20071020,0,25.6,47,3.5,,,,11.728701289312822,4.901913722447727,3.860233721028688
,20071021,0,21.4,74,6.1,,,,12.886652665164975,5.17754793122651,1.7337495653910389
,20071022,0,22.5,48,3.4,,,,14.198736372318708,5.438559684700086,3.689761261298049
,20071023,13.4,17.1,89,8,,,,6.525099577584312,1.1249450341791105,0.2324107060389588
,20071024,1.4,18.2,57,3.4,,,,5.912011192157152,1.6115365914544129,0.7041301014949306
,20071025,0,18.8,52,4,,,,6.76872929970037,3.8065409557879066,2.097803196148886
,20071026,0,29.8,32,3.7,,,,9.743516908690362,5.129188812027447,7.938849640107218
,20071027,0,19.1,73,3.8,,,,10.61794275603044,5.741776947692949,1.5149567977149447
,20071028,5.8,21.8,68,3.2,,,,11.120097150874763,3.823811429981067,1.2552900261604916
,20071029,0.2,22.9,74,3.7,,,,12.307488595172108,4.627117045339543,1.333589320303261
,20071030,0,23.5,51,4,,,,13.784625788189073,6.1931623810521135,4.1150386490701125
,20071031,0,22.8,66,2,,,,15.137003307654426,6.197296360577018,2.0251967088040566
,20071101,0,23.5,76,2.5,,,,16.592245553670914,6.192262207711978,1.5305769501075417
,20071102,0,19.5,85,3.4,,,,17.48126320495343,6.184651658057162,1.0560620525955722
,20071103,0,22.4,55,1.1,,,,18.746741557795303,6.168267987182847,2.6944573474523996
,20071104,0,22.5,42,1.4,,,,20.018423857133087,6.148013507138793,4.3279869484690225
,20071105,0,18.7,69,6.3,,,,20.803232967222744,6.20556594774903,2.2867577789558027
,20071106,0,20.7,48,4.2,,,,21.81549274516102,6.2786328140002965,4.279706589060203
,20071107,0,23.3,38,0,,,,23.187368244407224,6.375610364108733,4.70245528145887
,20071108,0.2,21.2,41,2.6,,,,24.249851903503174,6.449138548555075,4.972617884517253
