Station,Time,Date,Rainfall (mm) (24 hours),Temp (? C),Rel Humidity (%),Wind Speed (m/s) 
George WO/WK,1400,19600719,1.8,11.8,55,6.7
George WO/WK,1400,19600720,1.9,12.7,85,4.9
George WO/WK,1400,19600721,0,14.9,71,2.7
George WO/WK,1400,19600722,0,18.2,46,2.7
George WO/WK,1400,19600723,0,24.2,17,4.5
George WO/WK,1400,19600724,0,25.4,18,4.5
George WO/WK,1400,19600725,0,14.3,77,8.9
George WO/WK,1400,19600726,0,23,39,0
George WO/WK,1400,19600727,0,17.6,78,1.8
George WO/WK,1400,19600728,0,25,38,0
George WO/WK,1400,19600729,0,27,15,3.6
George WO/WK,1400,19600730,0,21.6,25,7.6
George WO/WK,1400,19600731,0,16.6,63,4
George WO/WK,1400,19600801,0,16.6,75,2.2
George WO/WK,1400,19600802,0,17.6,62,3.6
George WO/WK,1400,19600803,0,18.5,62,4.5
George WO/WK,1400,19600804,0,18.6,68,1.8
George WO/WK,1400,19600805,0,17.8,77,3.6
George WO/WK,1400,19600806,3.9,13.8,69,3.1
George WO/WK,1400,19600807,0,16.2,56,5.8
George WO/WK,1400,19600808,0,17.1,60,1.8
George WO/WK,1400,19600809,0,17.3,70,4.9
George WO/WK,1400,19600810,0,13.3,81,8.5
George WO/WK,1400,19600811,0,15,72,4.5
George WO/WK,1400,19600812,0,15.7,77,4
George WO/WK,1400,19600813,0.3,13.1,93,6.7
George WO/WK,1400,19600814,2.8,17.9,28,9.8
George WO/WK,1400,19600815,0,11.9,57,6.7
George WO/WK,1400,19600816,0,17,62,3.1
George WO/WK,1400,19600817,0,17.4,65,3.6
George WO/WK,1400,19600818,0,22.3,54,0
George WO/WK,1400,19600819,6.7,15.6,65,4.9
George WO/WK,1400,19600820,0.1,15.4,71,4.5
George WO/WK,1400,19600821,0,16.3,69,1.8
George WO/WK,1400,19600822,0,20.3,48,4
George WO/WK,1400,19600823,0.4,27.3,19,5.4
George WO/WK,1400,19600824,0,22.1,54,4.5
George WO/WK,1400,19600825,0,17.6,84,1.8
George WO/WK,1400,19600826,0,16.8,68,3.1
George WO/WK,1400,19600827,0.1,14.1,48,7.6
George WO/WK,1400,19600828,0,16.9,49,4
George WO/WK,1400,19600829,0,16.7,62,2.2
George WO/WK,1400,19600830,0,17.6,50,6.7
George WO/WK,1400,19600831,0,16.8,70,6.7
George WO/WK,1400,19600901,0,18.4,65,3.1
George WO/WK,1400,19600902,0,16.4,75,4.5
George WO/WK,1400,19600903,0,17.3,59,6.3
George WO/WK,1400,19600904,0,20,63,7.2
George WO/WK,1400,19600905,0.2,15.6,85,7.2
George WO/WK,1400,19600906,18,19.1,63,2.7
George WO/WK,1400,19600907,8.6,16.4,84,7.2
George WO/WK,1400,19600908,0,17.8,75,2.7
George WO/WK,1400,19600909,0,24.3,40,4
George WO/WK,1400,19600910,0,20.7,62,2.2
George WO/WK,1400,19600911,0,17,70,8.5
George WO/WK,1400,19600912,0,17.9,73,5.4
George WO/WK,1400,19600913,0,15.9,85,2.7
George WO/WK,1400,19600914,0,18.8,81,9.8
George WO/WK,1400,19600915,0,35.8,12,8
George WO/WK,1400,19600916,0,20.6,58,5.8
George WO/WK,1400,19600917,0,17.4,87,6.7
George WO/WK,1400,19600918,0.4,19.7,78,3.1
George WO/WK,1400,19600919,0.1,17.2,66,4.5
George WO/WK,1400,19600920,29.5,15.9,91,7.6
George WO/WK,1400,19600921,19.8,10.7,98,2.7
George WO/WK,1400,19600922,0,13.3,76,11.2
George WO/WK,1400,19600923,0,18,59,5.8
George WO/WK,1400,19600924,0,23.4,51,2.2
George WO/WK,1400,19600925,0,20.3,59,3.1
George WO/WK,1400,19600926,0,20.4,58,4.9
George WO/WK,1400,19600927,0,15.2,63,3.1
George WO/WK,1400,19600928,35.9,15.4,64,8
George WO/WK,1400,19600929,1.7,14.4,60,4.9
George WO/WK,1400,19600930,0,16.6,61,5.8
George WO/WK,1400,19601001,0,21.1,46,3.6
George WO/WK,1400,19601002,3.3,19.4,77,3.1
George WO/WK,1400,19601003,0,18.4,44,8.5
George WO/WK,1400,19601004,0,16.5,71,5.4
George WO/WK,1400,19601005,0,17.6,62,5.4
George WO/WK,1400,19601006,7.1,16.4,82,4
George WO/WK,1400,19601007,0,18.1,86,8.5
George WO/WK,1400,19601008,3.5,21.4,63,4.5
George WO/WK,1400,19601009,0,18.7,64,5.8
George WO/WK,1400,19601010,0.2,17.1,82,5.4
George WO/WK,1400,19601011,0,17.4,79,4.9
George WO/WK,1400,19601012,4.4,20.1,77,5.4
George WO/WK,1400,19601013,3.9,16.7,85,4.5
George WO/WK,1400,19601014,0,22.9,61,3.6
George WO/WK,1400,19601015,0,22.9,73,3.6
George WO/WK,1400,19601016,0.9,21,78,5.8
George WO/WK,1400,19601017,1.8,17.9,80,0
George WO/WK,1400,19601018,0.2,15.1,85,3.6
George WO/WK,1400,19601019,0,18.6,56,1.8
George WO/WK,1400,19601020,0,19.8,60,6.3
George WO/WK,1400,19601021,0,18.5,84,5.8
George WO/WK,1400,19601022,5.3,16.2,86,6.3
George WO/WK,1400,19601023,0,17.7,55,3.6
George WO/WK,1400,19601024,0,19.4,56,8
George WO/WK,1400,19601025,0,22.9,46,6.7
George WO/WK,1400,19601026,0,23.1,59,4.5
George WO/WK,1400,19601027,0,20.8,82,4.5
George WO/WK,1400,19601028,0,19.9,70,6.7
George WO/WK,1400,19601029,0,18.2,78,5.8
George WO/WK,1400,19601030,0,22.1,74,4
George WO/WK,1400,19601031,0,24.4,75,3.6
George WO/WK,1400,19601101,0,23,80,4.5
George WO/WK,1400,19601102,0.1,20.6,86,7.2
George WO/WK,1400,19601103,0,25.6,69,3.6
George WO/WK,1400,19601104,10.4,22.1,80,5.4
George WO/WK,1400,19601105,0.7,14.4,97,1.8
George WO/WK,1400,19601106,2.3,20.5,69,5.4
George WO/WK,1400,19601107,15.1,19.6,64,6.3
George WO/WK,1400,19601108,0,19.2,68,7.2
George WO/WK,1400,19601109,0,24.1,48,3.1
George WO/WK,1400,19601110,0,19.5,67,4.9
George WO/WK,1400,19601111,12.7,16,97,9.8
George WO/WK,1400,19601112,6.5,20.4,82,2.7
George WO/WK,1400,19601113,29.5,13.7,95,2.2
George WO/WK,1400,19601114,0,19.8,50,10.3
George WO/WK,1400,19601115,0,20.9,46,4.5
George WO/WK,1400,19601116,2.3,20.4,72,4.9
George WO/WK,1400,19601117,0,18.4,68,4
George WO/WK,1400,19601118,0,20,65,8
George WO/WK,1400,19601119,0.3,19.1,67,8.5
George WO/WK,1400,19601120,2,17.5,86,7.2
George WO/WK,1400,19601121,0,19.1,68,8.5
George WO/WK,1400,19601122,0,19.8,59,12.1
George WO/WK,1400,19601123,0,19.9,65,10.3
George WO/WK,1400,19601124,0,27.4,41,4.5
George WO/WK,1400,19601125,0,23.7,69,4
George WO/WK,1400,19601126,0.1,23.2,78,4.9
George WO/WK,1400,19601127,0,22.1,73,2.2
George WO/WK,1400,19601128,0,21.3,78,2.2
George WO/WK,1400,19601129,0,24,61,5.4
George WO/WK,1400,19601130,0,23.3,69,2.7
George WO/WK,1400,19601201,0,20.9,70,4.9
George WO/WK,1400,19601202,0,19.6,72,4
George WO/WK,1400,19601203,0,22,62,5.8
George WO/WK,1400,19601204,0,20.1,78,2.2
George WO/WK,1400,19601205,0,21.2,59,4
George WO/WK,1400,19601206,16.5,21.5,57,5.4
George WO/WK,1400,19601207,0,19.5,71,4
George WO/WK,1400,19601208,0,22.4,71,4.9
George WO/WK,1400,19601209,0,26.4,61,3.1
George WO/WK,1400,19601210,0.2,20.7,72,4
George WO/WK,1400,19601211,0,23.4,60,4
George WO/WK,1400,19601212,0,24,71,9.4
George WO/WK,1400,19601213,0,27,65,7.2
George WO/WK,1400,19601214,0,34.2,29,3.6
George WO/WK,1400,19601215,0,27.2,67,4.5
George WO/WK,1400,19601216,6.8,23.1,70,4.9
George WO/WK,1400,19601217,55.6,17,90,5.4
George WO/WK,1400,19601218,1.5,18.7,67,12.5
George WO/WK,1400,19601219,14.7,16,83,8.9
George WO/WK,1400,19601220,0.7,22.8,66,3.1
George WO/WK,1400,19601221,1.1,24.3,61,0
George WO/WK,1400,19601222,0.2,18,80,3.6
George WO/WK,1400,19601223,0,21.9,62,6.3
George WO/WK,1400,19601224,0.7,26.5,50,2.7
George WO/WK,1400,19601225,0.3,23,64,3.1
George WO/WK,1400,19601226,0,23.4,71,2.2
George WO/WK,1400,19601227,0,23.2,63,3.1
George WO/WK,1400,19601228,28.4,24.6,74,2.2
George WO/WK,1400,19601229,9.8,18.2,97,4.5
George WO/WK,1400,19601230,0,20.6,52,9.4
George WO/WK,1400,19601231,0,21.4,64,9.8
George WO/WK,1400,19610101,0,26.8,45,4.5
George WO/WK,1400,19610102,0,28.5,40,3.6
George WO/WK,1400,19610103,0.3,23.5,66,4.5
George WO/WK,1400,19610104,3.6,21.6,72,1.8
George WO/WK,1400,19610105,0,23.7,53,7.2
George WO/WK,1400,19610106,0,22.8,68,6.7
George WO/WK,1400,19610107,0,23.5,72,4.9
George WO/WK,1400,19610108,0,24.4,66,4
George WO/WK,1400,19610109,1,20.6,73,0
George WO/WK,1400,19610110,0,26.7,62,1.8
George WO/WK,1400,19610111,0,25.7,66,3.6
George WO/WK,1400,19610112,0.4,23.3,84,3.6
George WO/WK,1400,19610113,12.3,20.5,97,4.5
George WO/WK,1400,19610114,3,18.7,95,9.8
George WO/WK,1400,19610115,9,24.5,79,4.9
George WO/WK,1400,19610116,1.8,18.1,97,6.7
George WO/WK,1400,19610117,0,22.8,62,4.9
George WO/WK,1400,19610118,0,23.7,65,4
George WO/WK,1400,19610119,1.4,23.5,51,6.7
George WO/WK,1400,19610120,0,19.3,73,0
George WO/WK,1400,19610121,0,23.5,59,7.6
George WO/WK,1400,19610122,0,25,72,4
George WO/WK,1400,19610123,0,23.4,76,4.9
George WO/WK,1400,19610124,0,23.9,72,8.9
George WO/WK,1400,19610125,0,27.3,61,1.8
George WO/WK,1400,19610126,2.7,23.2,73,7.2
George WO/WK,1400,19610127,20.9,15.6,97,5.8
George WO/WK,1400,19610128,0,18.7,62,4
George WO/WK,1400,19610129,4,15.7,80,2.7
George WO/WK,1400,19610130,0,20.4,65,7.6
George WO/WK,1400,19610131,0,23.2,67,1.8
George WO/WK,1400,19610201,0,23,72,5.4
George WO/WK,1400,19610202,0,22.8,63,4
George WO/WK,1400,19610203,0.3,20.2,86,5.8
George WO/WK,1400,19610204,3.2,18.5,96,1.3
George WO/WK,1400,19610205,0,22,78,9.4
George WO/WK,1400,19610206,0,24.9,68,3.1
George WO/WK,1400,19610207,0,26.7,74,2.2
George WO/WK,1400,19610208,0,33,35,3.6
George WO/WK,1400,19610209,1.9,23.3,62,2.7
George WO/WK,1400,19610210,21.5,21.1,60,2.7
George WO/WK,1400,19610211,41.3,16.2,99,6.3
George WO/WK,1400,19610212,0,20.5,72,3.1
George WO/WK,1400,19610213,0,22,62,6.3
George WO/WK,1400,19610214,0,20.9,71,7.2
George WO/WK,1400,19610215,0,23.5,64,5.8
George WO/WK,1400,19610216,0,25.2,63,4.9
George WO/WK,1400,19610217,0,26.2,75,3.1
George WO/WK,1400,19610218,0,24,78,3.6
George WO/WK,1400,19610219,0,29.2,36,0
George WO/WK,1400,19610220,0,24.2,69,2.2
George WO/WK,1400,19610221,1.8,23,77,1.8
George WO/WK,1400,19610222,0,22.5,57,4.9
George WO/WK,1400,19610223,0,22.5,60,2.7
George WO/WK,1400,19610224,0,23.6,68,2.7
George WO/WK,1400,19610225,0,19,68,3.6
George WO/WK,1400,19610226,0,20.3,60,5.8
George WO/WK,1400,19610227,0,26.4,55,2.2
George WO/WK,1400,19610228,0,22.7,70,1.8
George WO/WK,1400,19610301,0,23.5,74,2.7
George WO/WK,1400,19610302,0,22.8,71,2.7
George WO/WK,1400,19610303,0,23.5,74,3.6
George WO/WK,1400,19610304,0,21.8,86,4.5
George WO/WK,1400,19610305,20.3,22.2,81,4.5
George WO/WK,1400,19610306,0,22.5,74,6.3
George WO/WK,1400,19610307,0,26,51,2.7
George WO/WK,1400,19610308,0,32,57,0
George WO/WK,1400,19610309,5,21.2,95,5.8
George WO/WK,1400,19610310,2,21.6,86,5.8
George WO/WK,1400,19610311,4,22.3,81,3.6
George WO/WK,1400,19610312,44.2,17.1,99,10.3
George WO/WK,1400,19610313,0,21.1,78,4.5
George WO/WK,1400,19610314,0,23.4,65,4.5
George WO/WK,1400,19610315,0.8,18,80,4.9
George WO/WK,1400,19610316,0.3,17.3,85,2.2
George WO/WK,1400,19610317,0,21.2,73,5.4
George WO/WK,1400,19610318,1.8,24.2,75,4.9
George WO/WK,1400,19610319,0,21,70,0
George WO/WK,1400,19610320,3.6,23.8,79,4
George WO/WK,1400,19610321,0.5,24.6,79,3.1
George WO/WK,1400,19610322,0,22.3,82,3.1
George WO/WK,1400,19610323,1.4,23.5,80,3.8
George WO/WK,1400,19610324,0.5,20.1,56,3.8
George WO/WK,1400,19610325,0,20.2,49,9.4
George WO/WK,1400,19610326,5,21,90,1.3
George WO/WK,1400,19610327,5.7,21.5,83,5.4
George WO/WK,1400,19610328,2.6,18,88,2.7
George WO/WK,1400,19610329,0,22.4,76,5.4
George WO/WK,1400,19610330,4.9,23,65,6.7
George WO/WK,1400,19610331,0,19.5,49,5.4
George WO/WK,1400,19610401,0,20.3,69,4.9
George WO/WK,1400,19610402,3.6,21.7,56,6.3
George WO/WK,1400,19610403,0,16.6,83,3.1
George WO/WK,1400,19610404,3.3,19.7,65,3.6
George WO/WK,1400,19610405,2.1,16,95,4.9
George WO/WK,1400,19610406,0,22.1,72,4
George WO/WK,1400,19610407,0,20.2,88,0
George WO/WK,1400,19610408,0.2,23.1,72,6.3
George WO/WK,1400,19610409,3.2,19.1,81,6.3
George WO/WK,1400,19610410,55,17.9,93,4.5
George WO/WK,1400,19610411,8.6,16.9,100,9.4
George WO/WK,1400,19610412,14.7,18.8,87,4.9
George WO/WK,1400,19610413,0,18.7,90,3.1
George WO/WK,1400,19610414,0,19.9,79,4
George WO/WK,1400,19610415,0,19.3,89,4
George WO/WK,1400,19610416,2.8,15.6,81,4
George WO/WK,1400,19610417,0,19.2,46,7.6
George WO/WK,1400,19610418,0,20,48,4.5
George WO/WK,1400,19610419,0,19,52,6.7
George WO/WK,1400,19610420,0,22.4,62,3.1
George WO/WK,1400,19610421,0,19.9,61,4
George WO/WK,1400,19610422,0,22.1,59,0
George WO/WK,1400,19610423,0,20.6,77,2.2
George WO/WK,1400,19610424,0,20.3,73,4.9
George WO/WK,1400,19610425,1,18.9,83,1.8
George WO/WK,1400,19610426,0,19.7,84,4
George WO/WK,1400,19610427,0,19.9,85,5.4
George WO/WK,1400,19610428,0.2,25.3,49,0
George WO/WK,1400,19610429,0,21.8,67,4
George WO/WK,1400,19610430,10.7,25.5,62,1.8
George WO/WK,1400,19610501,0,20.1,71,1.3
George WO/WK,1400,19610502,4.3,18.8,89,5.4
George WO/WK,1400,19610503,0,15.1,81,5.8
George WO/WK,1400,19610504,0,18,64,1.8
George WO/WK,1400,19610505,0,19.8,64,3.1
George WO/WK,1400,19610506,0,22.1,64,0
George WO/WK,1400,19610507,0,23.4,52,0
George WO/WK,1400,19610508,0,21.2,55,2.7
George WO/WK,1400,19610509,0.5,22.2,44,0
George WO/WK,1400,19610510,1.6,15.6,71,4.9
George WO/WK,1400,19610511,21.3,13.1,77,3.1
George WO/WK,1400,19610512,6.5,13.7,75,4.9
George WO/WK,1400,19610513,0,15.5,57,5.4
George WO/WK,1400,19610514,0,18.8,45,2.7
George WO/WK,1400,19610515,0,16.5,75,0
George WO/WK,1400,19610516,0,18.1,51,3.1
George WO/WK,1400,19610517,0.2,15.7,66,1.8
George WO/WK,1400,19610518,0,14.5,65,2.2
George WO/WK,1400,19610519,0,15.4,56,4.9
George WO/WK,1400,19610520,0,17.1,56,0
George WO/WK,1400,19610521,0,19.6,57,0
George WO/WK,1400,19610522,2.1,17.3,54,5.8
George WO/WK,1400,19610523,9.2,15.8,92,2.7
George WO/WK,1400,19610524,0,19.1,66,0
George WO/WK,1400,19610525,1.1,17.4,74,4.5
George WO/WK,1400,19610526,0,16.1,64,2.7
George WO/WK,1400,19610527,0,18.8,51,0
George WO/WK,1400,19610528,0,20,33,7.2
George WO/WK,1400,19610529,0,20,55,0
George WO/WK,1400,19610530,0,17.8,63,0
George WO/WK,1400,19610531,0,17.7,64,3.6
George WO/WK,1400,19610601,0,16,77,2.7
George WO/WK,1400,19610602,5.2,19.8,67,4
George WO/WK,1400,19610603,5.6,15.6,94,0
George WO/WK,1400,19610604,0,16.4,70,6.7
George WO/WK,1400,19610605,0,15.3,75,8
George WO/WK,1400,19610606,0,15.6,57,1.3
George WO/WK,1400,19610607,0,16,59,3.6
George WO/WK,1400,19610608,0.3,23.2,45,2.2
George WO/WK,1400,19610609,4.2,12.9,84,6.3
George WO/WK,1400,19610610,0,17.1,46,6.7
George WO/WK,1400,19610611,0,18.3,57,1.3
George WO/WK,1400,19610612,3.4,21.6,36,7.6
George WO/WK,1400,19610613,0,18.3,68,0
George WO/WK,1400,19610614,0,22.4,34,3.1
George WO/WK,1400,19610615,0,20.1,61,0
George WO/WK,1400,19610616,0,16.5,60,8.5
George WO/WK,1400,19610617,0,18,58,0
George WO/WK,1400,19610618,0,22.1,44,1.8
George WO/WK,1400,19610619,0,19.7,41,1.8
George WO/WK,1400,19610620,0,17.5,73,0
George WO/WK,1400,19610621,0,19,70,2.7
George WO/WK,1400,19610622,0,18.8,51,3.6
George WO/WK,1400,19610623,0.7,13.1,81,0
George WO/WK,1400,19610624,0,17.1,60,0
George WO/WK,1400,19610625,0,18.4,56,2.7
George WO/WK,1400,19610626,0,26.7,25,7.6
George WO/WK,1400,19610627,0,26.5,25,6.3
George WO/WK,1400,19610628,0.5,16.2,85,0
George WO/WK,1400,19610629,0,20.4,35,2.2
George WO/WK,1400,19610630,0,19.7,59,0
George WO/WK,1400,19610701,0,18.8,64,0
George WO/WK,1400,19610702,0,17,50,0
George WO/WK,1400,19610703,3.4,24.5,22,8
George WO/WK,1400,19610704,0.3,12.4,72,3.6
George WO/WK,1400,19610705,0,15.4,62,3.1
George WO/WK,1400,19610706,0,19,60,0
George WO/WK,1400,19610707,0,25.9,19,4
George WO/WK,1400,19610708,11.4,19.8,54,6.7
George WO/WK,1400,19610709,0,18.3,69,0
George WO/WK,1400,19610710,0,15.7,64,0
George WO/WK,1400,19610711,0,17.2,64,1.8
George WO/WK,1400,19610712,0,25.7,51,1.3
George WO/WK,1400,19610713,2.7,25.1,15,3.1
George WO/WK,1400,19610714,1.9,13,56,8.5
George WO/WK,1400,19610715,0,14.8,47,6.7
George WO/WK,1400,19610716,0,15.5,48,3.6
George WO/WK,1400,19610717,0,18.7,53,3.6
George WO/WK,1400,19610718,0,19.5,43,2.2
George WO/WK,1400,19610719,0,25.7,9,4.5
George WO/WK,1400,19610720,0,16.6,76,1.8
George WO/WK,1400,19610721,0,19.4,70,3.1
George WO/WK,1400,19610722,0,23.4,74,1.8
George WO/WK,1400,19610723,0,27.6,72,8.5
George WO/WK,1400,19610724,3.2,13.7,60,3.6
George WO/WK,1400,19610725,1.4,13,46,5.4
George WO/WK,1400,19610726,0,13.3,42,5.8
George WO/WK,1400,19610727,0,12.2,50,1.3
George WO/WK,1400,19610728,0.1,14.1,65,1.8
George WO/WK,1400,19610729,4.3,13.2,74,2.2
George WO/WK,1400,19610730,11.8,14.9,86,8.5
George WO/WK,1400,19610731,15,20.8,94,3.1
George WO/WK,1400,19610801,0.5,19,52,5.8
George WO/WK,1400,19610802,8,11.3,96,5.4
George WO/WK,1400,19610803,0,15,52,1.8
George WO/WK,1400,19610804,6.9,10.7,88,8.9
George WO/WK,1400,19610805,0.2,10.5,77,6.3
George WO/WK,1400,19610806,0,13.4,63,1.8
George WO/WK,1400,19610807,0,17.6,42,5.4
George WO/WK,1400,19610808,0.8,21.9,24,3.1
George WO/WK,1400,19610809,0,15.8,83,5.8
George WO/WK,1400,19610810,0,22.2,46,2.7
George WO/WK,1400,19610811,0,15.9,71,3.1
George WO/WK,1400,19610812,0.4,16.7,78,0
George WO/WK,1400,19610813,0,17.5,69,3.6
George WO/WK,1400,19610814,0,18.5,72,1.3
George WO/WK,1400,19610815,0,16.2,79,1.8
George WO/WK,1400,19610816,8,17,60,7.6
George WO/WK,1400,19610817,0,14.5,50,4
George WO/WK,1400,19610818,0,14.5,55,6.3
George WO/WK,1400,19610819,0,17,56,4.9
George WO/WK,1400,19610820,0,21,50,3.6
George WO/WK,1400,19610821,0,28.8,16,3.6
George WO/WK,1400,19610822,0,27.7,27,5.8
George WO/WK,1400,19610823,0,17.7,74,7.2
George WO/WK,1400,19610824,0,30.5,16,3.6
George WO/WK,1400,19610825,3.5,17.4,66,6.3
George WO/WK,1400,19610826,0,14.8,61,4.5
George WO/WK,1400,19610827,0,20.5,52,3.6
George WO/WK,1400,19610828,15.4,16.7,61,6.7
George WO/WK,1400,19610829,0,17.7,67,1.3
George WO/WK,1400,19610830,0,17.5,58,4.5
George WO/WK,1400,19610831,5.2,23.6,23,7.6
George WO/WK,1400,19610901,0.6,15.7,46,13.9
George WO/WK,1400,19610902,0,14.3,61,2.7
George WO/WK,1400,19610903,0,20.6,42,4
George WO/WK,1400,19610904,0,30.4,27,6.3
George WO/WK,1400,19610905,10.5,16.3,84,5.4
George WO/WK,1400,19610906,0,19.9,32,9.8
George WO/WK,1400,19610907,0.9,16.4,58,4.5
George WO/WK,1400,19610908,0,16.4,63,4.9
George WO/WK,1400,19610909,0,21,51,2.2
George WO/WK,1400,19610910,0,20,62,1.8
George WO/WK,1400,19610911,0,15.4,80,3.6
George WO/WK,1400,19610912,0,18.8,61,5.8
George WO/WK,1400,19610913,0,14.7,75,4.9
George WO/WK,1400,19610914,0,17.7,70,3.1
George WO/WK,1400,19610915,12.6,17.7,69,4.9
George WO/WK,1400,19610916,4.7,9.5,100,3.6
George WO/WK,1400,19610917,0,15.6,78,9.8
George WO/WK,1400,19610918,0,20.8,63,5.4
George WO/WK,1400,19610919,0,14.8,79,4.5
George WO/WK,1400,19610920,0,15.2,81,3.6
George WO/WK,1400,19610921,4.4,13.2,93,6.3
George WO/WK,1400,19610922,0.2,17.7,70,8.5
George WO/WK,1400,19610923,0,14.6,95,4.9
George WO/WK,1400,19610924,0.1,16.6,82,6.7
George WO/WK,1400,19610925,0,19.3,71,4
George WO/WK,1400,19610926,11.9,16.3,86,6.7
George WO/WK,1400,19610927,7,10.3,94,6.3
George WO/WK,1400,19610928,0,12,58,5.4
George WO/WK,1400,19610929,0,15.8,62,4
George WO/WK,1400,19610930,0,19.8,61,4.5
George WO/WK,1400,19611001,2.9,11.9,99,7.2
George WO/WK,1400,19611002,1.6,16.8,44,10.7
George WO/WK,1400,19611003,0,14.3,58,5.8
George WO/WK,1400,19611004,0,16.2,54,5.4
George WO/WK,1400,19611005,0,21.1,37,6.3
George WO/WK,1400,19611006,0,33.5,11,3.1
George WO/WK,1400,19611007,4.3,16.2,65,2.7
George WO/WK,1400,19611008,9.6,9.6,95,6.7
George WO/WK,1400,19611009,0,17.7,53,4.9
George WO/WK,1400,19611010,0,22.3,47,3.1
George WO/WK,1400,19611011,4.9,19.1,56,4.5
George WO/WK,1400,19611012,2.1,15.5,65,4
George WO/WK,1400,19611013,0.2,15.3,64,6.3
George WO/WK,1400,19611014,0,16.7,42,10.7
George WO/WK,1400,19611015,3.7,13.6,83,9.4
George WO/WK,1400,19611016,0,16.6,60,8
George WO/WK,1400,19611017,0,19.8,59,4.5
George WO/WK,1400,19611018,0,19.8,62,11.2
George WO/WK,1400,19611019,1.2,19.6,53,5.4
George WO/WK,1400,19611020,17,14.1,95,1.8
George WO/WK,1400,19611021,3.6,14,58,3.1
George WO/WK,1400,19611022,0,15.7,86,8
George WO/WK,1400,19611023,4,13.1,93,5.4
George WO/WK,1400,19611024,0.3,14.5,87,10.3
George WO/WK,1400,19611025,0,18,67,4.5
George WO/WK,1400,19611026,5,19.1,63,4.5
George WO/WK,1400,19611027,8.1,10.7,96,4
George WO/WK,1400,19611028,4.9,12.2,65,5.4
George WO/WK,1400,19611029,0.1,15,65,5.4
George WO/WK,1400,19611030,0,17.4,59,6.3
George WO/WK,1400,19611031,0,23.4,48,4
George WO/WK,1400,19611101,0.3,22,50,4.5
George WO/WK,1400,19611102,1.1,16.5,78,6.7
George WO/WK,1400,19611103,0,18.7,68,4
George WO/WK,1400,19611104,0,18.6,65,7.6
George WO/WK,1400,19611105,0,19.3,57,2.2
George WO/WK,1400,19611106,0,17.8,69,4
George WO/WK,1400,19611107,0.1,18.7,72,6.3
George WO/WK,1400,19611108,2.9,19.1,71,4.9
George WO/WK,1400,19611109,0,20.1,65,7.2
George WO/WK,1400,19611110,0,20.6,69,7.6
George WO/WK,1400,19611111,0,20.6,70,11.2
George WO/WK,1400,19611112,0.1,29,47,4.5
George WO/WK,1400,19611113,2,18.6,85,5.8
George WO/WK,1400,19611114,0,20.4,58,8.5
George WO/WK,1400,19611115,0,23.7,53,5.4
George WO/WK,1400,19611116,0,20.5,76,5.4
George WO/WK,1400,19611117,0,23,71,4.9
George WO/WK,1400,19611118,0,21.3,73,5.4
George WO/WK,1400,19611119,3,19.7,65,6.3
George WO/WK,1400,19611120,0,20.5,65,6.7
George WO/WK,1400,19611121,11.4,14.6,92,1.8
George WO/WK,1400,19611122,2.3,17.1,64,4
George WO/WK,1400,19611123,0,17.9,62,6.7
George WO/WK,1400,19611124,0,20.7,53,7.6
George WO/WK,1400,19611125,0.1,21.1,70,7.2
George WO/WK,1400,19611126,6.9,26.3,66,4.5
George WO/WK,1400,19611127,4.9,24.1,74,4.9
George WO/WK,1400,19611128,0.4,19.8,86,1.3
George WO/WK,1400,19611129,1.6,18.6,79,4
George WO/WK,1400,19611130,32.7,15,90,2.7
George WO/WK,1400,19611201,0,19,58,5.8
George WO/WK,1400,19611202,0,22.3,56,4.9
George WO/WK,1400,19611203,0,21.9,69,3.6
George WO/WK,1400,19611204,0.1,20.2,70,2.2
George WO/WK,1400,19611205,0.4,19.5,73,5.8
George WO/WK,1400,19611206,0,22.8,65,6.3
George WO/WK,1400,19611207,0,25.5,66,4.5
George WO/WK,1400,19611208,2.2,24.3,68,4.5
George WO/WK,1400,19611209,0.2,22.2,75,2.7
George WO/WK,1400,19611210,0,22.7,73,2.7
George WO/WK,1400,19611211,2.6,23.5,68,4.5
George WO/WK,1400,19611212,2.7,17.1,74,8.5
George WO/WK,1400,19611213,10,11,95,5.4
George WO/WK,1400,19611214,0,15.9,72,9.8
George WO/WK,1400,19611215,0,18.4,72,13
George WO/WK,1400,19611216,0,23.4,58,4
George WO/WK,1400,19611217,0,24.1,67,6.7
George WO/WK,1400,19611218,2.5,21.2,60,6.3
George WO/WK,1400,19611219,0.5,16.3,84,5.4
George WO/WK,1400,19611220,0,26.4,28,4.9
George WO/WK,1400,19611221,0,20.9,48,4.5
George WO/WK,1400,19611222,0.1,21.4,58,8.9
George WO/WK,1400,19611223,0,22.1,57,5.4
George WO/WK,1400,19611224,23.8,16,89,7.2
George WO/WK,1400,19611225,0.6,17.4,59,5.4
George WO/WK,1400,19611226,0,20.6,56,7.2
George WO/WK,1400,19611227,0,20.9,67,2.7
George WO/WK,1400,19611228,0.1,22.5,62,4.5
George WO/WK,1400,19611229,0.1,22,69,4.9
George WO/WK,1400,19611230,0.4,24.6,75,6.3
George WO/WK,1400,19611231,11.5,20.2,99,4.5
George WO/WK,1400,19620101,0,20.5,84,7.2
George WO/WK,1400,19620102,0,22.5,72,8
George WO/WK,1400,19620103,0.5,24.7,71,5.4
George WO/WK,1400,19620104,0,20.6,81,5.4
